Gene_ID,Public_Name,Class,Targets,
WBGene00202011,R13H4.13,unk,WBGene00202011,
WBGene00202012,F09B9.7,unk,WBGene00202012,
WBGene00202013,Y73F8A.1172,unk,WBGene00202013,
WBGene00202014,Y38F2AR.21,unk,WBGene00202014,
WBGene00202015,C50C3.18,unk,WBGene00202015,
WBGene00202016,C48A7.15,unk,WBGene00202016,
WBGene00202017,F36H1.16,unk,WBGene00202017,
WBGene00202018,B0454.24,unk,WBGene00202018,
WBGene00202019,Y104H12D.9,unk,WBGene00202019,
WBGene00202020,F52B10.21,unk,WBGene00202020,
WBGene00202021,C14F11.32,unk,WBGene00202021,
WBGene00202022,F40F9.16,unk,WBGene00202022,
WBGene00202023,F44A2.11,unk,WBGene00202023,
WBGene00202024,VK04G11.2,unk,WBGene00202024,
WBGene00202025,T28B8.10,unk,WBGene00202025,
WBGene00202026,C04A2.14,unk,WBGene00202026,
WBGene00202027,F32A7.9,unk,WBGene00202027,
WBGene00202028,F46G11.19,unk,WBGene00202028,
WBGene00202029,K03C7.14,unk,WBGene00202029,
WBGene00202030,C24F3.7,unk,WBGene00202030,
WBGene00202031,C11E4.15,unk,WBGene00202031,
WBGene00202032,T26H10.9,unk,WBGene00202032,
WBGene00202033,K01C8.11,unk,WBGene00202033,
WBGene00202034,T23F2.12,unk,WBGene00202034,
WBGene00202035,K02A4.13,unk,WBGene00202035,
WBGene00202036,F46F6.7,unk,WBGene00202036,
WBGene00202037,W09C2.13,unk,WBGene00202037,
WBGene00202038,C34F6.17,unk,WBGene00202038,
WBGene00202039,F52F12.19,unk,WBGene00202039,
WBGene00202040,C27C7.13,unk,WBGene00202040,
WBGene00202041,Y69A2AR.45,unk,WBGene00202041,
WBGene00202042,F19D8.7,unk,WBGene00202042,
WBGene00202043,ZK180.19,unk,WBGene00202043,
WBGene00202044,F46G11.20,unk,WBGene00202044,
WBGene00202045,ZK757.9,unk,WBGene00202045,
WBGene00202046,F43D9.13,unk,WBGene00202046,
WBGene00202047,F59D6.11,unk,WBGene00202047,
WBGene00202048,M117.13,unk,WBGene00202048,
WBGene00202049,F33C8.8,unk,WBGene00202049,
WBGene00202050,M79.15,unk,WBGene00202050,
WBGene00202051,C14H10.5,unk,WBGene00202051,
WBGene00202052,C41G11.20,unk,WBGene00202052,
WBGene00202053,T04C12.31,unk,WBGene00202053,
WBGene00202054,F57B7.14,unk,WBGene00202054,
WBGene00202055,ZK993.4,unk,WBGene00202055,
WBGene00202056,R03A10.14,unk,WBGene00202056,
WBGene00202057,C10G11.16,unk,WBGene00202057,
WBGene00202058,F13H6.27,unk,WBGene00202058,
WBGene00202059,C06G1.17,unk,WBGene00202059,
WBGene00202060,F45B8.22,unk,WBGene00202060,
WBGene00202061,F56D1.15,unk,WBGene00202061,
WBGene00202062,F15A8.17,unk,WBGene00202062,
WBGene00202063,W10C8.16,unk,WBGene00202063,
WBGene00202064,C44B12.12,unk,WBGene00202064,
WBGene00202065,K02B9.9,unk,WBGene00202065,
WBGene00202066,F56F3.14,unk,WBGene00202066,
WBGene00202067,T05B11.12,unk,WBGene00202067,
WBGene00202068,F01E11.16,unk,WBGene00202068,
WBGene00202069,T20G5.17,unk,WBGene00202069,
WBGene00202070,R01H5.2,unk,WBGene00202070,
WBGene00202071,T09D3.12,unk,WBGene00202071,
WBGene00202072,ZK381.59,unk,WBGene00202072,
WBGene00202073,Y105C5A.1280,unk,WBGene00202073,
WBGene00202074,T28B11.25,unk,WBGene00202074,
WBGene00202075,D1073.3,unk,WBGene00202075,
WBGene00202076,K04A8.17,unk,WBGene00202076,
WBGene00202077,F46B6.17,unk,WBGene00202077,
WBGene00202078,F38G1.5,unk,WBGene00202078,
WBGene00202079,F38E11.25,unk,WBGene00202079,
WBGene00202080,C10F3.16,unk,WBGene00202080,
WBGene00202081,F08C6.17,unk,WBGene00202081,
WBGene00202082,F55C12.16,unk,WBGene00202082,
WBGene00202083,F54F3.6,unk,WBGene00202083,
WBGene00202084,C51E3.11,unk,WBGene00202084,
WBGene00202085,F15C11.7,unk,WBGene00202085,
WBGene00202086,F45E10.3,unk,WBGene00202086,
WBGene00202087,K04G2.15,unk,WBGene00202087,
WBGene00202088,C05D12.11,unk,WBGene00202088,
WBGene00202089,T01G1.7,unk,WBGene00202089,
WBGene00202090,F59C12.11,unk,WBGene00202090,
WBGene00202091,K08A8.29,unk,WBGene00202091,
WBGene00202092,F53B1.16,unk,WBGene00202092,
WBGene00202093,ZC123.11,unk,WBGene00202093,
WBGene00202094,Y75B8A.59,unk,WBGene00202094,
WBGene00202095,K02A4.14,unk,WBGene00202095,
WBGene00202096,Y66A7AL.9,unk,WBGene00202096,
WBGene00202097,C05B10.20,unk,WBGene00202097,
WBGene00202098,C29F4.7,unk,WBGene00202098,
WBGene00202099,C02E7.17,unk,WBGene00202099,
WBGene00202100,K02A4.15,unk,WBGene00202100,
WBGene00202101,Y39A3CR.10,unk,WBGene00202101,
WBGene00202102,D1053.7,unk,WBGene00202102,
WBGene00202103,F22B3.20,unk,WBGene00202103,
WBGene00202104,ZK563.11,unk,WBGene00202104,
WBGene00202105,F55C12.17,unk,WBGene00202105,
WBGene00202106,C09B7.12,unk,WBGene00202106,
WBGene00202107,F44B9.11,unk,WBGene00202107,
WBGene00202108,F23B12.10,unk,WBGene00202108,
WBGene00202109,F59B10.10,unk,WBGene00202109,
WBGene00202110,M01D7.10,unk,WBGene00202110,
WBGene00202111,C31G12.16,unk,WBGene00202111,
WBGene00202112,T27B1.8,unk,WBGene00202112,
WBGene00202113,B0457.18,unk,WBGene00202113,
WBGene00202114,R07G3.15,unk,WBGene00202114,
WBGene00202115,F34H10.8,unk,WBGene00202115,
WBGene00202116,C50E10.15,unk,WBGene00202116,
WBGene00202117,Y92C3A.9,unk,WBGene00202117,
WBGene00202118,K02A2.10,unk,WBGene00202118,
WBGene00202119,K06G5.10,unk,WBGene00202119,
WBGene00202120,C43H6.11,unk,WBGene00202120,
WBGene00202121,C10G6.53,unk,WBGene00202121,
WBGene00202122,F29G9.17,unk,WBGene00202122,
WBGene00202123,K08E7.13,unk,WBGene00202123,
WBGene00202124,F22E12.13,unk,WBGene00202124,
WBGene00202125,T09A5.21,unk,WBGene00202125,
WBGene00202126,Y51H7C.38,unk,WBGene00202126,
WBGene00202127,C47G2.21,unk,WBGene00202127,
WBGene00202128,F32H5.8,unk,WBGene00202128,
WBGene00202129,C09G5.12,unk,WBGene00202129,
WBGene00202130,C31H5.9,unk,WBGene00202130,
WBGene00202131,T06E4.19,unk,WBGene00202131,
WBGene00202132,C16B8.13,unk,WBGene00202132,
WBGene00202133,C51E3.12,unk,WBGene00202133,
WBGene00202134,C11E4.16,unk,WBGene00202134,
WBGene00202135,B0563.17,unk,WBGene00202135,
WBGene00202136,F25D7.11,unk,WBGene00202136,
WBGene00202137,Y54E10A.28,unk,WBGene00202137,
WBGene00202138,C50E10.16,unk,WBGene00202138,
WBGene00202139,C24H12.15,unk,WBGene00202139,
WBGene00202140,F47C8.8,unk,WBGene00202140,
WBGene00202141,R06B10.8,unk,WBGene00202141,
WBGene00202142,C36F7.24,unk,WBGene00202142,
WBGene00202143,Y38A10A.10,unk,WBGene00202143,
WBGene00202144,C24A1.7,unk,WBGene00202144,
WBGene00202145,W02B8.13,unk,WBGene00202145,
WBGene00202146,F48B9.12,unk,WBGene00202146,
WBGene00202147,F41C6.14,unk,WBGene00202147,
WBGene00202148,F32B5.16,unk,WBGene00202148,
WBGene00202149,F10E9.22,unk,WBGene00202149,
WBGene00202150,F33C8.9,unk,WBGene00202150,
WBGene00202151,W05E10.21,unk,WBGene00202151,
WBGene00202152,C31H5.10,unk,WBGene00202152,
WBGene00202153,F39B1.5,unk,WBGene00202153,
WBGene00202154,K07C6.17,unk,WBGene00202154,
WBGene00202155,C36F7.25,unk,WBGene00202155,
WBGene00202156,C34G6.13,unk,WBGene00202156,
WBGene00202157,EGAP3.4,unk,WBGene00202157,
WBGene00202158,R10E12.11,unk,WBGene00202158,
WBGene00202159,K03H9.15,unk,WBGene00202159,
WBGene00202160,K08A8.30,unk,WBGene00202160,
WBGene00202161,C04E6.14,unk,WBGene00202161,
WBGene00202162,Y53H1C.11,unk,WBGene00202162,
WBGene00202163,F44A2.12,unk,WBGene00202163,
WBGene00202164,F47F6.14,unk,WBGene00202164,
WBGene00202165,R05G9.4,unk,WBGene00202165,
WBGene00202166,B0350.82,unk,WBGene00202166,
WBGene00202167,T21B6.17,unk,WBGene00202167,
WBGene00202168,F43C9.9,unk,WBGene00202168,
WBGene00202169,F28F5.17,unk,WBGene00202169,
WBGene00202170,C31H5.11,unk,WBGene00202170,
WBGene00202171,F20B10.12,unk,WBGene00202171,
WBGene00202172,T06F4.20,unk,WBGene00202172,
WBGene00202173,F53B6.11,unk,WBGene00202173,
WBGene00202174,C10A4.12,unk,WBGene00202174,
WBGene00202175,F11A6.14,unk,WBGene00202175,
WBGene00202176,H08J11.13,unk,WBGene00202176,
WBGene00202177,VC5.17,unk,WBGene00202177,
WBGene00202178,F38A6.9,unk,WBGene00202178,
WBGene00202179,Y57G11C.1141,unk,WBGene00202179,
WBGene00202180,B0350.83,unk,WBGene00202180,
WBGene00202181,C17H11.10,unk,WBGene00202181,
WBGene00202182,F40F11.5,unk,WBGene00202182,
WBGene00202183,C34E11.19,unk,WBGene00202183,
WBGene00202184,C11D2.101,unk,WBGene00202184,
WBGene00202185,F41E7.18,unk,WBGene00202185,
WBGene00202186,C10F3.17,unk,WBGene00202186,
WBGene00202187,M01E10.5,unk,WBGene00202187,
WBGene00202188,F45F2.16,unk,WBGene00202188,
WBGene00202189,Y67D2.10,unk,WBGene00202189,
WBGene00202190,C33D12.16,unk,WBGene00202190,
WBGene00202191,C28G1.9,unk,WBGene00202191,
WBGene00202192,C23H4.13,unk,WBGene00202192,
WBGene00202193,Y51H7C.39,unk,WBGene00202193,
WBGene00202194,R13A5.16,unk,WBGene00202194,
WBGene00202195,T27D1.4,unk,WBGene00202195,
WBGene00202196,C09D8.14,unk,WBGene00202196,
WBGene00202197,F43E12.8,unk,WBGene00202197,
WBGene00202198,C04C11.22,unk,WBGene00202198,
WBGene00202199,F38B6.23,unk,WBGene00202199,
WBGene00202200,F47F2.10,unk,WBGene00202200,
WBGene00202201,K03B8.23,unk,WBGene00202201,
WBGene00202202,Y48C3A.24,unk,WBGene00202202,
WBGene00202203,C54E4.10,unk,WBGene00202203,
WBGene00202204,K06A4.14,unk,WBGene00202204,
WBGene00202205,W04G3.15,unk,WBGene00202205,
WBGene00202206,C03B1.16,unk,WBGene00202206,
WBGene00202207,F26F2.12,unk,WBGene00202207,
WBGene00202208,Y113G7A.21,unk,WBGene00202208,
WBGene00202209,Y41D4B.31,unk,WBGene00202209,
WBGene00202210,Y39G8C.13,unk,WBGene00202210,
WBGene00202211,T22B7.21,unk,WBGene00202211,
WBGene00202212,C09D8.15,unk,WBGene00202212,
WBGene00202213,K08A2.16,unk,WBGene00202213,
WBGene00202214,R07B1.23,unk,WBGene00202214,
WBGene00202215,F35D2.17,unk,WBGene00202215,
WBGene00202216,Y55F3BR.18,unk,WBGene00202216,
WBGene00202217,F38B6.24,unk,WBGene00202217,
WBGene00202218,M60.14,unk,WBGene00202218,
WBGene00202219,Y39A1B.9,unk,WBGene00202219,
WBGene00202220,F45G2.13,unk,WBGene00202220,
WBGene00202221,T01B10.14,unk,WBGene00202221,
WBGene00202222,F58F12.11,unk,WBGene00202222,
WBGene00202223,K10G6.8,unk,WBGene00202223,
WBGene00202224,R05C11.5,unk,WBGene00202224,
WBGene00202225,C40C9.16,unk,WBGene00202225,
WBGene00202226,C05A9.10,unk,WBGene00202226,
WBGene00202227,C03H12.3,unk,WBGene00202227,
WBGene00202228,B0454.25,unk,WBGene00202228,
WBGene00202229,F57G4.15,unk,WBGene00202229,
WBGene00202230,K02F2.10,unk,WBGene00202230,
WBGene00202231,B0457.19,unk,WBGene00202231,
WBGene00202232,C46C2.11,unk,WBGene00202232,
WBGene00202233,F55D12.9,unk,WBGene00202233,
WBGene00202234,F36H12.66,unk,WBGene00202234,
WBGene00202235,T25D10.10,unk,WBGene00202235,
WBGene00202236,W04G3.16,unk,WBGene00202236,
WBGene00202237,C16C2.10,unk,WBGene00202237,
WBGene00202238,C45G3.6,unk,WBGene00202238,
WBGene00202239,Y37E11B.14,unk,WBGene00202239,
WBGene00202240,F09G2.13,unk,WBGene00202240,
WBGene00202241,F54B11.14,unk,WBGene00202241,
WBGene00202242,T23C6.6,unk,WBGene00202242,
WBGene00202243,C14H10.6,unk,WBGene00202243,
WBGene00202244,ZC64.16,unk,WBGene00202244,
WBGene00202245,K10D6.25,unk,WBGene00202245,
WBGene00202246,T24D8.16,unk,WBGene00202246,
WBGene00202247,F46E10.17,unk,WBGene00202247,
WBGene00202248,C47A10.15,unk,WBGene00202248,
WBGene00202249,F23B12.11,unk,WBGene00202249,
WBGene00202250,R13A1.17,unk,WBGene00202250,
WBGene00202251,C52G5.12,unk,WBGene00202251,
WBGene00202252,Y69H2.25,unk,WBGene00202252,
WBGene00202253,Y43H11AL.8,unk,WBGene00202253,
WBGene00202254,ZK381.60,unk,WBGene00202254,
WBGene00202255,F36D1.22,unk,WBGene00202255,
WBGene00202256,ZK863.12,unk,WBGene00202256,
WBGene00202257,C02C6.12,unk,WBGene00202257,
WBGene00202258,F19D8.8,unk,WBGene00202258,
WBGene00202259,ZK973.25,unk,WBGene00202259,
WBGene00202260,H01G02.14,unk,WBGene00202260,
WBGene00202261,F52E1.16,unk,WBGene00202261,
WBGene00202262,T12C9.10,unk,WBGene00202262,
WBGene00202263,C01F4.9,unk,WBGene00202263,
WBGene00202264,ZK617.24,unk,WBGene00202264,
WBGene00202265,F49E10.25,unk,WBGene00202265,
WBGene00202266,C29E6.17,unk,WBGene00202266,
WBGene00202267,C16E9.28,unk,WBGene00202267,
WBGene00202268,F11D5.32,unk,WBGene00202268,
WBGene00202269,F23H12.20,unk,WBGene00202269,
WBGene00202270,T03F7.15,unk,WBGene00202270,
WBGene00202271,W02G9.9,unk,WBGene00202271,
WBGene00202272,F28E10.15,unk,WBGene00202272,
WBGene00202273,C46C2.12,unk,WBGene00202273,
WBGene00202274,T11F9.29,unk,WBGene00202274,
WBGene00202275,K07E12.8,unk,WBGene00202275,
WBGene00202276,F40F4.10,unk,WBGene00202276,
WBGene00202277,Y37F4.14,unk,WBGene00202277,
WBGene00202278,T18D3.14,unk,WBGene00202278,
WBGene00202279,T02E9.27,unk,WBGene00202279,
WBGene00202280,Y108G3AL.9,unk,WBGene00202280,
WBGene00202281,ZK792.11,unk,WBGene00202281,
WBGene00202282,K09A9.11,unk,WBGene00202282,
WBGene00202283,T06H11.21,unk,WBGene00202283,
WBGene00202284,T28A11.24,unk,WBGene00202284,
WBGene00202285,T04C4.2,unk,WBGene00202285,
WBGene00202286,F12A10.12,unk,WBGene00202286,
WBGene00202287,F49E10.26,unk,WBGene00202287,
WBGene00202288,W03C9.11,unk,WBGene00202288,
WBGene00202289,F52B10.22,unk,WBGene00202289,
WBGene00202290,ZC53.21,unk,WBGene00202290,
WBGene00202291,C32A9.6,unk,WBGene00202291,
WBGene00202292,C25F6.28,unk,WBGene00202292,
WBGene00202293,R02D5.23,unk,WBGene00202293,
WBGene00202294,C54G7.16,unk,WBGene00202294,
WBGene00202295,F37D6.12,unk,WBGene00202295,
WBGene00202296,F47F6.15,unk,WBGene00202296,
WBGene00202297,C50B8.8,unk,WBGene00202297,
WBGene00202298,Y49E10.35,unk,WBGene00202298,
WBGene00202299,F37A4.10,unk,WBGene00202299,
WBGene00202300,C01G6.13,unk,WBGene00202300,
WBGene00202301,F35G2.21,unk,WBGene00202301,
WBGene00202302,C25F6.29,unk,WBGene00202302,
WBGene00202303,W07G1.22,unk,WBGene00202303,
WBGene00202304,F31F6.16,unk,WBGene00202304,
WBGene00202305,C40H1.13,unk,WBGene00202305,
WBGene00202306,K04B12.8,unk,WBGene00202306,
WBGene00202307,ZK643.13,unk,WBGene00202307,
WBGene00202308,M70.13,unk,WBGene00202308,
WBGene00202309,Y40H7A.309,unk,WBGene00202309,
WBGene00202310,T02E9.28,unk,WBGene00202310,
WBGene00202311,R10E12.12,unk,WBGene00202311,
WBGene00202312,F59E12.14,unk,WBGene00202312,
WBGene00202313,BE10.7,unk,WBGene00202313,
WBGene00202314,C06E4.21,unk,WBGene00202314,
WBGene00202315,F29F11.19,unk,WBGene00202315,
WBGene00202316,K02G10.14,unk,WBGene00202316,
WBGene00202317,B0350.84,unk,WBGene00202317,
WBGene00202318,ZK381.61,unk,WBGene00202318,
WBGene00202319,C36F7.26,unk,WBGene00202319,
WBGene00202320,K01A6.21,unk,WBGene00202320,
WBGene00202321,K01A11.8,unk,WBGene00202321,
WBGene00202322,T23G5.11,unk,WBGene00202322,
WBGene00202323,Y82E9BR.30,unk,WBGene00202323,
WBGene00202324,Y57G7A.13,unk,WBGene00202324,
WBGene00202325,C18C4.16,unk,WBGene00202325,
WBGene00202326,F43B10.5,unk,WBGene00202326,
WBGene00202327,R03H4.11,unk,WBGene00202327,
WBGene00202328,T04F8.15,unk,WBGene00202328,
WBGene00202329,C05C9.14,unk,WBGene00202329,
WBGene00202330,C26B9.10,unk,WBGene00202330,
WBGene00202331,C27A12.12,unk,WBGene00202331,
WBGene00202332,C05B10.21,unk,WBGene00202332,
WBGene00202333,Y15E3A.15,unk,WBGene00202333,
WBGene00202334,C29E4.18,unk,WBGene00202334,
WBGene00202335,K11G9.14,unk,WBGene00202335,
WBGene00202336,F55C12.18,unk,WBGene00202336,
WBGene00202337,F35A5.14,unk,WBGene00202337,
WBGene00202338,F22B3.21,unk,WBGene00202338,
WBGene00202339,T05B11.13,unk,WBGene00202339,
WBGene00202340,C54D2.18,unk,WBGene00202340,
WBGene00202341,ZK783.8,unk,WBGene00202341,
WBGene00202342,ZK617.25,unk,WBGene00202342,
WBGene00202343,F39D8.7,unk,WBGene00202343,
WBGene00202344,Y59A8B.38,unk,WBGene00202344,
WBGene00202345,F11D5.33,unk,WBGene00202345,
WBGene00202346,Y105E8B.14,unk,WBGene00202346,
WBGene00202347,T01H10.10,unk,WBGene00202347,
WBGene00202348,K02E2.16,unk,WBGene00202348,
WBGene00202349,T01A4.6,unk,WBGene00202349,
WBGene00202350,F01G12.17,unk,WBGene00202350,
WBGene00202351,K06C4.26,unk,WBGene00202351,
WBGene00202352,T19D7.11,unk,WBGene00202352,
WBGene00202353,C18H9.11,unk,WBGene00202353,
WBGene00202354,Y46E12A.12,unk,WBGene00202354,
WBGene00202355,M176.15,unk,WBGene00202355,
WBGene00202356,F07A11.14,unk,WBGene00202356,
WBGene00202357,F12D9.18,unk,WBGene00202357,
WBGene00202358,C09H10.18,unk,WBGene00202358,
WBGene00202359,Y95B8A.17,unk,WBGene00202359,
WBGene00202360,C28F5.8,unk,WBGene00202360,
WBGene00202361,ZK596.5,unk,WBGene00202361,
WBGene00202362,Y51H7C.40,unk,WBGene00202362,
WBGene00202363,ZK262.18,unk,WBGene00202363,
WBGene00202364,T24A11.11,unk,WBGene00202364,
WBGene00202365,F21C3.10,unk,WBGene00202365,
WBGene00202366,K01D12.19,unk,WBGene00202366,
WBGene00202367,R11E3.17,unk,WBGene00202367,
WBGene00202368,D1081.18,unk,WBGene00202368,
WBGene00202369,F28D9.5,unk,WBGene00202369,
WBGene00202370,ZK377.13,unk,WBGene00202370,
WBGene00202371,F28D1.22,unk,WBGene00202371,
WBGene00202372,Y105C5B.1417,unk,WBGene00202372,
WBGene00202373,C01F1.8,unk,WBGene00202373,
WBGene00202374,T01C8.11,unk,WBGene00202374,
WBGene00202375,R05G6.19,unk,WBGene00202375,
WBGene00202376,F28F9.16,unk,WBGene00202376,
WBGene00202377,C14F11.33,unk,WBGene00202377,
WBGene00202378,F37B12.14,unk,WBGene00202378,
WBGene00202379,C54G7.17,unk,WBGene00202379,
WBGene00202380,F13C5.10,unk,WBGene00202380,
WBGene00202381,C08E8.14,unk,WBGene00202381,
WBGene00202382,F02C12.10,unk,WBGene00202382,
WBGene00202383,R153.9,unk,WBGene00202383,
WBGene00202384,Y53C10A.23,unk,WBGene00202384,
WBGene00202385,Y73B6BL.287,unk,WBGene00202385,
WBGene00202386,C52B9.18,unk,WBGene00202386,
WBGene00202387,T02E9.29,unk,WBGene00202387,
WBGene00202388,C05A9.11,unk,WBGene00202388,
WBGene00202389,Y47D3B.24,unk,WBGene00202389,
WBGene00202390,C31H1.98,unk,WBGene00202390,
WBGene00202391,C34H3.23,unk,WBGene00202391,
WBGene00202392,cTel79B.2,unk,WBGene00202392,
WBGene00202393,R11B5.12,unk,WBGene00202393,
WBGene00202394,T10B9.13,unk,WBGene00202394,
WBGene00202395,B0034.17,unk,WBGene00202395,
WBGene00202396,Y22D7AL.19,unk,WBGene00202396,
WBGene00202397,ZK377.14,unk,WBGene00202397,
WBGene00202398,R09E10.16,unk,WBGene00202398,
WBGene00202399,T22E6.1,unk,WBGene00202399,
WBGene00202400,C27D6.14,unk,WBGene00202400,
WBGene00202401,F53B3.12,unk,WBGene00202401,
WBGene00202402,Y69H2.26,unk,WBGene00202402,
WBGene00202403,Y67D8C.21,unk,WBGene00202403,
WBGene00202404,T19D2.11,unk,WBGene00202404,
WBGene00202405,C10G11.17,unk,WBGene00202405,
WBGene00202406,C07A12.16,unk,WBGene00202406,
WBGene00202407,M02F4.12,unk,WBGene00202407,
WBGene00202408,Y23H5B.13,unk,WBGene00202408,
WBGene00202409,B0273.114,unk,WBGene00202409,
WBGene00202410,F54F12.5,unk,WBGene00202410,
WBGene00202411,F11D5.34,unk,WBGene00202411,
WBGene00202412,Y54G2A.71,unk,WBGene00202412,
WBGene00202413,R05H11.5,unk,WBGene00202413,
WBGene00202414,F10C1.20,unk,WBGene00202414,
WBGene00202415,F42A9.15,unk,WBGene00202415,
WBGene00202416,Y16B4A.4,unk,WBGene00202416,
WBGene00202417,E01H11.6,unk,WBGene00202417,
WBGene00202418,F41D9.15,unk,WBGene00202418,
WBGene00202419,C02F4.11,unk,WBGene00202419,
WBGene00202420,F53B6.12,unk,WBGene00202420,
WBGene00202421,C14F11.34,unk,WBGene00202421,
WBGene00202422,K08B4.43,unk,WBGene00202422,
WBGene00202423,ZK867.23,unk,WBGene00202423,
WBGene00202424,T14E8.7,unk,WBGene00202424,
WBGene00202425,T24D8.17,unk,WBGene00202425,
WBGene00202426,C36C9.9,unk,WBGene00202426,
WBGene00202427,T11F9.30,unk,WBGene00202427,
WBGene00202428,E01F3.3,unk,WBGene00202428,
WBGene00202429,C16E9.29,unk,WBGene00202429,
WBGene00202430,C47G2.22,unk,WBGene00202430,
WBGene00202431,F29C4.12,unk,WBGene00202431,
WBGene00202432,Y41C4A.28,unk,WBGene00202432,
WBGene00202433,K11E4.11,unk,WBGene00202433,
WBGene00202434,K03C7.15,unk,WBGene00202434,
WBGene00202435,Y51A2D.38,unk,WBGene00202435,
WBGene00202436,T21H3.10,unk,WBGene00202436,
WBGene00202437,Y15E3A.16,unk,WBGene00202437,
WBGene00202438,Y51H7D.2,unk,WBGene00202438,
WBGene00202439,F46B6.18,unk,WBGene00202439,
WBGene00202440,C32A3.7,unk,WBGene00202440,
WBGene00202441,F35C12.6,unk,WBGene00202441,
WBGene00202442,R05G6.20,unk,WBGene00202442,
WBGene00202443,C13G3.11,unk,WBGene00202443,
WBGene00202444,Y65B4BR.11,unk,WBGene00202444,
WBGene00202445,K11D9.8,unk,WBGene00202445,
WBGene00202446,F25F2.6,unk,WBGene00202446,
WBGene00202447,T27B1.9,unk,WBGene00202447,
WBGene00202448,C02D4.16,unk,WBGene00202448,
WBGene00202449,C10H11.14,unk,WBGene00202449,
WBGene00202450,F42D1.14,unk,WBGene00202450,
WBGene00202451,ZC64.17,unk,WBGene00202451,
WBGene00202452,C32E12.8,unk,WBGene00202452,
WBGene00202453,C30C11.13,unk,WBGene00202453,
WBGene00202454,Y40C7B.10,unk,WBGene00202454,
WBGene00202455,Y25C1A.15,unk,WBGene00202455,
WBGene00202456,C11E4.17,unk,WBGene00202456,
WBGene00202457,F02E8.12,unk,WBGene00202457,
WBGene00202458,C33D12.17,unk,WBGene00202458,
WBGene00202459,T09B9.9,unk,WBGene00202459,
WBGene00202460,K08A8.31,unk,WBGene00202460,
WBGene00202461,F47E1.16,unk,WBGene00202461,
WBGene00202462,F56F11.7,unk,WBGene00202462,
WBGene00202463,F28A12.8,unk,WBGene00202463,
WBGene00202464,C07A12.17,unk,WBGene00202464,
WBGene00202465,W01A11.20,unk,WBGene00202465,
WBGene00202466,C08E8.15,unk,WBGene00202466,
WBGene00202467,C06A8.17,unk,WBGene00202467,
WBGene00202468,F26A10.27,unk,WBGene00202468,
WBGene00202469,DY3.12,unk,WBGene00202469,
WBGene00202470,R08B4.15,unk,WBGene00202470,
WBGene00202471,B0198.10,unk,WBGene00202471,
WBGene00202472,F57G12.15,unk,WBGene00202472,
WBGene00202473,F25F6.4,unk,WBGene00202473,
WBGene00202474,C43D7.19,unk,WBGene00202474,
WBGene00202475,C33F10.24,unk,WBGene00202475,
WBGene00202476,C08F8.14,unk,WBGene00202476,
WBGene00202477,F35C11.13,unk,WBGene00202477,
WBGene00202478,ZK930.13,unk,WBGene00202478,
WBGene00202479,R05F9.15,unk,WBGene00202479,
WBGene00202480,ZK829.13,unk,WBGene00202480,
WBGene00202481,C05E11.18,unk,WBGene00202481,
WBGene00202482,F11D5.35,unk,WBGene00202482,
WBGene00202483,F26G1.14,unk,WBGene00202483,
WBGene00202484,C45B2.19,unk,WBGene00202484,
WBGene00202485,F31B9.6,unk,WBGene00202485,
WBGene00202486,K03A11.9,unk,WBGene00202486,
WBGene00202487,T23F11.10,unk,WBGene00202487,
WBGene00202488,ZC190.16,unk,WBGene00202488,
WBGene00202489,R06C1.14,unk,WBGene00202489,
WBGene00202490,F28A12.9,unk,WBGene00202490,
WBGene00202491,F55B11.132,unk,WBGene00202491,
WBGene00202492,T15B7.19,unk,WBGene00202492,
WBGene00202493,T06F4.21,unk,WBGene00202493,
WBGene00202494,F53G12.17,unk,WBGene00202494,
WBGene00202495,T26H5.11,unk,WBGene00202495,
WBGene00202496,R02F11.9,unk,WBGene00202496,
WBGene00202497,R02F11.10,unk,WBGene00202497,
WBGene00202498,Y60C6A.2,unk,WBGene00202498,
WBGene00202499,B0507.15,unk,WBGene00202499,
WBGene00202500,K09H11.15,unk,WBGene00202500,
WBGene00202501,Y57E12B.10,unk,WBGene00202501,
WBGene00202502,F41B5.12,unk,WBGene00202502,
WBGene00202504,Y32B12B.8,unk,WBGene00202504,
WBGene00202511,F07C3.16,unk,WBGene00202511,
WBGene00202512,C25E10.16,unk,WBGene00202512,
WBGene00202513,ZK938.10,unk,WBGene00202513,
WBGene00202514,T09F5.20,unk,WBGene00202514,
WBGene00206354,F27E5.9,unk,WBGene00206354,
WBGene00206355,C34C6.10,unk,WBGene00206355,
WBGene00206356,T08B2.15,unk,WBGene00206356,
WBGene00206357,C09D4.9,unk,WBGene00206357,
WBGene00206358,F46E10.18,unk,WBGene00206358,
WBGene00206359,C05E4.15,unk,WBGene00206359,
WBGene00206360,T13C5.10,unk,WBGene00206360,
WBGene00206361,K02G10.15,unk,WBGene00206361,
WBGene00206362,B0041.11,unk,WBGene00206362,
WBGene00206363,F56H1.10,unk,WBGene00206363,
WBGene00206364,C07A12.18,unk,WBGene00206364,
WBGene00206365,B0563.18,unk,WBGene00206365,
WBGene00206366,C03H5.9,unk,WBGene00206366,
WBGene00206368,Y39F10C.3,unk,WBGene00206368,
WBGene00206369,C06C6.12,unk,WBGene00206369,
WBGene00206370,F02D8.9,unk,WBGene00206370,
WBGene00206371,F28B12.6,unk,WBGene00206371,
