gene_id	transcript_id(s)	length	effective_length	expected_count	TPM	FPKM
WBGene00196108	H02I12.10	93.00	5.11	0.00	0.00	0.00
WBGene00196109	K02H8.2	224.00	93.33	0.00	0.00	0.00
WBGene00196110	T01C2.3	225.00	94.26	0.00	0.00	0.00
WBGene00196111	C33B4.8	305.00	171.59	0.00	0.00	0.00
WBGene00196112	K10D6.8	231.00	99.84	0.00	0.00	0.00
WBGene00196113	F13H6.6	138.00	24.87	0.00	0.00	0.00
WBGene00196114	Y51H7C.19	243.00	111.17	0.00	0.00	0.00
WBGene00196115	F45B8.8	147.00	30.50	0.00	0.00	0.00
WBGene00196116	T10E9.11	70.00	1.02	0.00	0.00	0.00
WBGene00196117	F49E10.11	89.00	4.11	0.00	0.00	0.00
WBGene00196118	Y32F6B.5	130.00	20.28	0.00	0.00	0.00
WBGene00196119	F44E5.6	226.00	95.18	0.00	0.00	0.00
WBGene00196120	T06H11.7	403.00	269.20	0.00	0.00	0.00
WBGene00196121	C40H5.10	133.00	21.95	0.00	0.00	0.00
WBGene00196122	C24B5.7	125.00	17.64	0.00	0.00	0.00
WBGene00196123	F55C5.13	134.00	22.52	0.00	0.00	0.00
WBGene00196124	F57B10.16	202.00	73.46	0.00	0.00	0.00
WBGene00196125	R01E6.9	57.00	0.00	0.00	0.00	0.00
WBGene00196126	T07H8.10	164.00	42.39	0.00	0.00	0.00
WBGene00196127	K02E11.14	126.00	18.15	0.00	0.00	0.00
WBGene00196128	Y51A2D.25	144.00	28.57	0.00	0.00	0.00
WBGene00196129	F11A6.6	52.00	0.00	0.00	0.00	0.00
WBGene00196130	C54D1.8	64.00	0.00	0.00	0.00	0.00
WBGene00196131	C56G2.16	150.00	32.49	0.00	0.00	0.00
WBGene00196132	C34H3.5	171.00	47.70	0.00	0.00	0.00
WBGene00196133	C43D7.14	52.00	0.00	0.00	0.00	0.00
WBGene00196134	C53B4.12	127.00	18.68	0.00	0.00	0.00
WBGene00196135	Y50D7A.15	50.00	0.00	0.00	0.00	0.00
WBGene00196136	C16C8.23	52.00	0.00	0.00	0.00	0.00
WBGene00196137	T18H9.8	125.00	17.64	0.00	0.00	0.00
WBGene00196138	C05B10.14	116.00	13.32	0.00	0.00	0.00
WBGene00196139	T01C1.6	112.00	11.59	0.00	0.00	0.00
WBGene00196140	T07F12.6	146.00	29.85	0.00	0.00	0.00
WBGene00196141	R10E12.4	252.00	119.78	0.00	0.00	0.00
WBGene00196142	B0403.7	60.00	0.00	0.00	0.00	0.00
WBGene00196143	K07A1.18	132.00	21.39	0.00	0.00	0.00
WBGene00196144	Y40H4A.3	122.00	16.13	0.00	0.00	0.00
WBGene00196145	T14F9.8	132.00	21.39	0.00	0.00	0.00
WBGene00196146	F10G8.10	146.00	29.85	0.00	0.00	0.00
WBGene00196147	W02A2.10	134.00	22.52	0.00	0.00	0.00
WBGene00196148	B0457.8	123.00	16.63	0.00	0.00	0.00
WBGene00196149	T28C12.7	189.00	62.27	0.00	0.00	0.00
WBGene00196150	C30A5.11	113.00	12.01	0.00	0.00	0.00
WBGene00196151	Y48G9A.17	59.00	0.00	0.00	0.00	0.00
WBGene00196152	F54E4.7	127.00	18.68	0.00	0.00	0.00
WBGene00196153	T14G12.8	90.00	4.35	0.00	0.00	0.00
WBGene00196154	F28F9.8	266.00	133.31	0.00	0.00	0.00
WBGene00196155	F40B5.4	150.00	32.49	0.00	0.00	0.00
WBGene00196156	T19D7.8	142.00	27.31	0.00	0.00	0.00
WBGene00196157	C07A4.4	143.00	27.94	0.00	0.00	0.00
WBGene00196158	C52E12.8	96.00	5.94	0.00	0.00	0.00
WBGene00196159	K04B12.6	141.00	26.69	0.00	0.00	0.00
WBGene00196160	T14G8.5	139.00	25.47	0.00	0.00	0.00
WBGene00196161	T13H10.6	122.00	16.13	0.00	0.00	0.00
WBGene00196162	C05E11.11	144.00	28.57	0.00	0.00	0.00
WBGene00196163	F23H12.13	144.00	28.57	0.00	0.00	0.00
WBGene00196164	C29E6.10	138.00	24.87	0.00	0.00	0.00
WBGene00196165	C53D6.18	132.00	21.39	0.00	0.00	0.00
WBGene00196166	F45E4.16	143.00	27.94	0.00	0.00	0.00
WBGene00196167	W06A7.7	56.00	0.00	0.00	0.00	0.00
WBGene00196168	F39D8.5	150.00	32.49	0.00	0.00	0.00
WBGene00196169	Y46E12A.6	52.00	0.00	0.00	0.00	0.00
WBGene00196170	C04C11.8	88.00	3.88	0.00	0.00	0.00
WBGene00196171	F12D9.7	178.00	53.22	0.00	0.00	0.00
WBGene00196172	Y50D4B.8	219.00	88.73	0.00	0.00	0.00
WBGene00196173	C07E3.14	148.00	31.16	0.00	0.00	0.00
WBGene00196174	F28F5.10	149.00	31.82	0.00	0.00	0.00
WBGene00196175	W03G11.8	217.00	86.90	0.00	0.00	0.00
WBGene00196176	T28B11.7	298.00	164.68	0.00	0.00	0.00
WBGene00196177	F54C4.6	56.00	0.00	0.00	0.00	0.00
WBGene00196178	D1022.12	131.00	20.83	0.00	0.00	0.00
WBGene00196179	Y51H7C.20	51.00	0.00	0.00	0.00	0.00
WBGene00196180	T19D2.6	146.00	29.85	0.00	0.00	0.00
WBGene00196181	C26F1.13	144.00	28.57	0.00	0.00	0.00
WBGene00196182	F26G1.12	212.00	82.36	0.00	0.00	0.00
WBGene00196183	T06F4.7	127.00	18.68	0.00	0.00	0.00
WBGene00196184	C10E2.8	56.00	0.00	0.00	0.00	0.00
WBGene00196185	F28F9.9	215.00	85.08	0.00	0.00	0.00
WBGene00196186	T09A5.16	184.00	58.10	0.00	0.00	0.00
WBGene00196187	Y53H1C.6	56.00	0.00	0.00	0.00	0.00
WBGene00196188	F15C11.4	71.00	1.12	0.00	0.00	0.00
WBGene00196189	ZK40.5	203.00	74.34	1.00	0.54	0.60
WBGene00196190	F12D9.8	224.00	93.33	1.00	0.43	0.48
WBGene00196191	C18C4.12	150.00	32.49	0.00	0.00	0.00
WBGene00196192	R01B10.7	67.00	0.00	0.00	0.00	0.00
WBGene00196193	K01B6.5	141.00	26.69	0.00	0.00	0.00
WBGene00196194	C05C9.5	148.00	31.16	0.00	0.00	0.00
WBGene00196195	F28E10.8	265.00	132.33	0.00	0.00	0.00
WBGene00196196	T21E12.6	86.00	3.45	1.00	11.56	13.02
WBGene00196197	F09F3.14	53.00	0.00	0.00	0.00	0.00
WBGene00196198	C16E9.11	257.00	124.59	0.00	0.00	0.00
WBGene00196199	T18D3.11	85.00	3.24	0.00	0.00	0.00
WBGene00196200	Y58A7A.8	87.00	3.66	0.00	0.00	0.00
WBGene00196201	T19C4.18	219.00	88.73	0.00	0.00	0.00
WBGene00196202	W04D2.8	129.00	19.74	0.00	0.00	0.00
WBGene00196203	K03H1.17	148.00	31.16	0.00	0.00	0.00
WBGene00196204	B0379.9	267.00	134.28	0.00	0.00	0.00
WBGene00196205	Y111B2A.32	84.00	3.04	2.55	33.47	37.67
WBGene00196206	F28D1.19	144.00	28.57	0.00	0.00	0.00
WBGene00196207	F41D9.8	150.00	32.49	0.00	0.00	0.00
WBGene00196208	C39D10.13	225.00	94.26	0.00	0.00	0.00
WBGene00196209	C41A3.4	278.00	145.01	0.00	0.00	0.00
WBGene00196210	F02D10.11	90.00	4.35	0.00	0.00	0.00
WBGene00196211	F37D6.9	143.00	27.94	0.00	0.00	0.00
WBGene00196212	F07B7.15	162.00	40.92	15.87	15.45	17.39
WBGene00196213	K12G11.7	145.00	29.21	0.00	0.00	0.00
WBGene00196214	C56E6.13	88.00	3.88	0.00	0.00	0.00
WBGene00196215	D2092.12	78.00	2.01	0.00	0.00	0.00
WBGene00196216	C05A9.3	195.00	67.37	0.00	0.00	0.00
WBGene00196217	C48D1.12	150.00	32.49	0.00	0.00	0.00
WBGene00196218	M70.7	93.00	5.11	0.00	0.00	0.00
WBGene00196219	C10H11.12	440.00	306.17	0.00	0.00	0.00
WBGene00196220	C24H12.13	65.00	0.00	0.00	0.00	0.00
WBGene00196221	B0350.70	150.00	32.49	0.00	0.00	0.00
WBGene00196222	H19M22.6	219.00	88.73	0.00	0.00	0.00
WBGene00196223	ZK470.8	134.00	22.52	0.00	0.00	0.00
WBGene00196224	Y54E10A.20	90.00	4.35	0.00	0.00	0.00
WBGene00196225	T21H3.6	146.00	29.85	0.00	0.00	0.00
WBGene00196226	K01A6.11	141.00	26.69	0.00	0.00	0.00
WBGene00196227	C25F6.11	111.00	11.18	0.00	0.00	0.00
WBGene00196228	F26A10.8	140.00	26.08	0.00	0.00	0.00
WBGene00196229	C14E2.10	220.00	89.65	0.00	0.00	0.00
WBGene00196230	Y73B6BL.273	127.00	18.68	0.00	0.00	0.00
WBGene00196231	F57B7.6	163.00	41.65	0.00	0.00	0.00
WBGene00196232	K07E8.14	118.00	14.23	0.00	0.00	0.00
WBGene00196233	C54D2.8	157.00	37.31	0.00	0.00	0.00
WBGene00196234	T10B11.9	121.00	15.64	0.00	0.00	0.00
WBGene00196235	W10C8.8	370.00	236.24	0.00	0.00	0.00
WBGene00196236	M03F4.9	141.00	26.69	0.00	0.00	0.00
WBGene00196237	F55C10.8	144.00	28.57	0.00	0.00	0.00
WBGene00196238	C40C9.9	96.00	5.94	0.00	0.00	0.00
WBGene00196239	F55E10.9	74.00	1.46	0.00	0.00	0.00
WBGene00196240	C25F6.12	225.00	94.26	0.00	0.00	0.00
WBGene00196241	ZK1193.6	132.00	21.39	0.00	0.00	0.00
WBGene00196242	K07C6.16	102.00	7.82	0.00	0.00	0.00
WBGene00196243	F26A3.11	111.00	11.18	0.00	0.00	0.00
WBGene00196244	B0524.8	55.00	0.00	0.00	0.00	0.00
WBGene00196245	R08C7.16	70.00	1.02	0.00	0.00	0.00
WBGene00196246	C05D9.10	77.00	1.86	0.00	0.00	0.00
WBGene00196247	R07D5.4	135.00	23.10	0.00	0.00	0.00
WBGene00196248	R09F10.14	211.00	81.46	0.00	0.00	0.00
WBGene00196249	C54D10.17	168.00	45.40	0.00	0.00	0.00
WBGene00196250	ZC13.12	150.00	32.49	0.00	0.00	0.00
WBGene00196251	C27A7.10	206.00	76.99	0.00	0.00	0.00
WBGene00196252	T19E7.23	147.00	30.50	0.00	0.00	0.00
WBGene00196253	T21B6.8	205.00	76.10	0.00	0.00	0.00
WBGene00196254	F11D5.12	199.00	70.83	0.00	0.00	0.00
WBGene00196255	C43F9.14	52.00	0.00	0.00	0.00	0.00
WBGene00196256	B0454.15	88.00	3.88	0.00	0.00	0.00
WBGene00196257	T04C12.17	170.00	46.93	2.00	1.70	1.91
WBGene00196258	F25G6.13	209.00	79.67	0.00	0.00	0.00
WBGene00196259	F28E10.9	150.00	32.49	0.00	0.00	0.00
WBGene00196260	F32B5.10	149.00	31.82	0.00	0.00	0.00
WBGene00196261	E02A10.6	149.00	31.82	0.00	0.00	0.00
WBGene00196262	T01B4.5	135.00	23.10	0.00	0.00	0.00
WBGene00196263	R08E3.6	138.00	24.87	0.00	0.00	0.00
WBGene00196264	F09A5.10	192.00	64.81	0.00	0.00	0.00
WBGene00196265	C08C3.7	148.00	31.16	0.00	0.00	0.00
WBGene00196266	C47G2.11	180.00	54.83	0.00	0.00	0.00
WBGene00196267	H32C10.95	132.00	21.39	0.00	0.00	0.00
WBGene00196268	F52E10.7	88.00	3.88	0.00	0.00	0.00
WBGene00196269	Y57A10A.39	150.00	32.49	0.00	0.00	0.00
WBGene00196270	F48E3.11	100.00	7.16	0.00	0.00	0.00
WBGene00196271	F08C6.10	273.00	140.12	0.00	0.00	0.00
WBGene00196272	C31G12.6	63.00	0.00	0.00	0.00	0.00
WBGene00196273	H13N06.9	129.00	19.74	0.00	0.00	0.00
WBGene00196274	C09D8.4	149.00	31.82	0.00	0.00	0.00
WBGene00196275	K08A8.7	214.00	84.17	0.00	0.00	0.00
WBGene00196276	C30F8.5	88.00	3.88	0.00	0.00	0.00
WBGene00196277	T19D2.7	211.00	81.46	0.00	0.00	0.00
WBGene00196278	Y50D4C.7	58.00	0.00	0.00	0.00	0.00
WBGene00196279	Y67A10A.343	106.00	9.23	0.00	0.00	0.00
WBGene00196280	M01H9.7	122.00	16.13	0.00	0.00	0.00
WBGene00196281	C16E9.12	148.00	31.16	0.00	0.00	0.00
WBGene00196282	F46G11.10	315.00	181.50	0.00	0.00	0.00
WBGene00196283	B0391.13	59.00	0.00	0.00	0.00	0.00
WBGene00196284	F26A10.9	212.00	82.36	0.00	0.00	0.00
WBGene00196285	F40H3.7	139.00	25.47	0.00	0.00	0.00
WBGene00196286	F11D5.13	134.00	22.52	0.00	0.00	0.00
WBGene00196287	C05D2.13	49.00	0.00	0.00	0.00	0.00
WBGene00196288	R153.3	139.00	25.47	0.00	0.00	0.00
WBGene00196289	T14E8.5	137.00	24.27	0.00	0.00	0.00
WBGene00196290	ZK593.14	144.00	28.57	0.00	0.00	0.00
WBGene00196291	C15H7.7	147.00	30.50	0.00	0.00	0.00
WBGene00196292	F21D9.9	53.00	0.00	0.00	0.00	0.00
WBGene00196293	F35G2.10	186.00	59.76	0.00	0.00	0.00
WBGene00196294	Y41G9A.14	209.00	79.67	1.00	0.50	0.56
WBGene00196295	F45H7.9	149.00	31.82	0.00	0.00	0.00
WBGene00196296	Y39G10AR.27	54.00	0.00	0.00	0.00	0.00
WBGene00196297	T04D3.9	76.00	1.72	0.00	0.00	0.00
WBGene00196298	C52A11.5	148.00	31.16	0.00	0.00	0.00
WBGene00196299	Y51H7C.21	243.00	111.17	0.00	0.00	0.00
WBGene00196300	T04C10.7	176.00	51.62	0.00	0.00	0.00
WBGene00196301	C11E4.10	127.00	18.68	0.00	0.00	0.00
WBGene00196302	K08A8.8	129.00	19.74	0.00	0.00	0.00
WBGene00196303	F10C2.10	402.00	268.20	0.00	0.00	0.00
WBGene00196304	F09A5.11	59.00	0.00	0.00	0.00	0.00
WBGene00196305	F56E3.8	185.00	58.93	0.00	0.00	0.00
WBGene00196306	C54H2.6	200.00	71.70	0.00	0.00	0.00
WBGene00196307	C26G2.3	241.00	109.27	0.00	0.00	0.00
WBGene00196308	F49E10.12	199.00	70.83	0.00	0.00	0.00
WBGene00196309	F53B7.8	62.00	0.00	0.00	0.00	0.00
WBGene00196310	C07G3.13	71.00	1.12	0.00	0.00	0.00
WBGene00196311	Y38H6C.27	52.00	0.00	0.00	0.00	0.00
WBGene00196312	W05E10.8	137.00	24.27	0.00	0.00	0.00
WBGene00196313	C33F10.17	112.00	11.59	0.00	0.00	0.00
WBGene00196314	F15A2.9	62.00	0.00	0.00	0.00	0.00
WBGene00196315	Y24D9A.11	150.00	32.49	3.00	3.68	4.14
WBGene00196316	C43C3.6	141.00	26.69	0.00	0.00	0.00
WBGene00196317	F55F1.6	160.00	39.46	0.00	0.00	0.00
WBGene00196318	T01C8.8	122.00	16.13	0.00	0.00	0.00
WBGene00196319	Y45G5AM.10	114.00	12.44	0.00	0.00	0.00
WBGene00196320	F42A6.11	63.00	0.00	0.00	0.00	0.00
WBGene00196321	M79.7	220.00	89.65	0.00	0.00	0.00
WBGene00196322	R05F9.14	150.00	32.49	0.00	0.00	0.00
WBGene00196323	F02G3.3	89.00	4.11	0.00	0.00	0.00
WBGene00196324	Y5H2A.5	150.00	32.49	0.00	0.00	0.00
WBGene00196325	ZK617.9	141.00	26.69	0.00	0.00	0.00
WBGene00196326	Y51A2D.26	79.00	2.16	0.00	0.00	0.00
WBGene00196327	T05C12.12	121.00	15.64	0.00	0.00	0.00
WBGene00196328	Y39G8C.6	94.00	5.38	0.00	0.00	0.00
WBGene00196329	C48D5.4	149.00	31.82	0.00	0.00	0.00
WBGene00196330	ZC190.12	129.00	19.74	0.00	0.00	0.00
WBGene00196331	B0198.4	135.00	23.10	0.00	0.00	0.00
WBGene00196332	T27B2.2	83.00	2.85	0.00	0.00	0.00
WBGene00196333	VB0395L.3	125.00	17.64	0.00	0.00	0.00
WBGene00196334	F40F12.11	146.00	29.85	0.00	0.00	0.00
WBGene00196335	R03A10.8	197.00	69.10	0.00	0.00	0.00
WBGene00196336	F13B12.13	216.00	85.99	0.00	0.00	0.00
WBGene00196337	ZK836.6	135.00	23.10	0.00	0.00	0.00
WBGene00196338	T02E9.12	220.00	89.65	0.00	0.00	0.00
WBGene00196339	Y37E11AL.13	88.00	3.88	0.00	0.00	0.00
WBGene00196340	ZK40.6	147.00	30.50	0.00	0.00	0.00
WBGene00196341	T27D12.8	57.00	0.00	0.00	0.00	0.00
WBGene00196342	Y47H9C.17	78.00	2.01	0.00	0.00	0.00
WBGene00196343	M04D5.4	60.00	0.00	0.00	0.00	0.00
WBGene00196344	T03F7.11	143.00	27.94	0.00	0.00	0.00
WBGene00196345	Y73F8A.1163	70.00	1.02	0.00	0.00	0.00
WBGene00196346	T02E9.13	223.00	92.41	0.00	0.00	0.00
WBGene00196347	C54D2.9	149.00	31.82	0.00	0.00	0.00
WBGene00196348	R10E12.5	123.00	16.63	0.00	0.00	0.00
WBGene00196349	F42D1.6	140.00	26.08	0.00	0.00	0.00
WBGene00196350	F01G12.10	97.00	6.24	0.00	0.00	0.00
WBGene00196351	Y34B4A.13	134.00	22.52	0.00	0.00	0.00
WBGene00196352	Y22D7AR.17	210.00	80.56	0.00	0.00	0.00
WBGene00196353	F39B3.5	140.00	26.08	0.00	0.00	0.00
WBGene00196354	M79.8	193.00	65.66	0.00	0.00	0.00
WBGene00196355	F22A3.11	97.00	6.24	0.00	0.00	0.00
WBGene00196356	F43C11.13	88.00	3.88	0.00	0.00	0.00
WBGene00196357	W02H5.14	97.00	6.24	0.00	0.00	0.00
WBGene00196358	Y39D8B.4	543.00	409.16	0.00	0.00	0.00
WBGene00196359	B0244.13	83.00	2.85	0.00	0.00	0.00
WBGene00196360	R06C1.7	61.00	0.00	0.00	0.00	0.00
WBGene00196361	C11G10.4	143.00	27.94	0.00	0.00	0.00
WBGene00196362	C17F4.13	50.00	0.00	0.00	0.00	0.00
WBGene00196363	C34H3.6	289.00	155.81	0.00	0.00	0.00
WBGene00196364	C32C4.10	198.00	69.96	0.00	0.00	0.00
WBGene00196365	C41A3.5	222.00	91.48	0.00	0.00	0.00
WBGene00196366	W02B3.8	114.00	12.44	0.00	0.00	0.00
WBGene00196367	C10G11.13	128.00	19.20	0.00	0.00	0.00
WBGene00196368	Y76A2B.7	105.00	8.87	0.00	0.00	0.00
WBGene00196369	F14B8.9	217.00	86.90	0.00	0.00	0.00
WBGene00196370	F52B10.8	120.00	15.16	0.00	0.00	0.00
WBGene00196371	B0454.16	54.00	0.00	0.00	0.00	0.00
WBGene00196372	Y82E9BR.28	53.00	0.00	0.00	0.00	0.00
WBGene00196373	C30C11.6	119.00	14.69	0.00	0.00	0.00
WBGene00196374	T21B10.8	145.00	29.21	0.00	0.00	0.00
WBGene00196375	C29E6.11	147.00	30.50	0.00	0.00	0.00
WBGene00196376	K02D10.7	208.00	78.77	0.00	0.00	0.00
WBGene00196377	C23H4.9	95.00	5.66	0.00	0.00	0.00
WBGene00196378	F47E1.10	54.00	0.00	0.00	0.00	0.00
WBGene00196379	F28F9.10	219.00	88.73	0.00	0.00	0.00
WBGene00196380	F11H8.6	149.00	31.82	0.00	0.00	0.00
WBGene00196381	C32A3.5	140.00	26.08	0.00	0.00	0.00
WBGene00196382	T05B4.15	150.00	32.49	0.00	0.00	0.00
WBGene00196383	F48C5.6	72.00	1.23	0.00	0.00	0.00
WBGene00196384	ZK792.9	150.00	32.49	0.00	0.00	0.00
WBGene00196385	K11E4.8	53.00	0.00	0.00	0.00	0.00
WBGene00196386	K02B9.7	147.00	30.50	0.00	0.00	0.00
WBGene00196387	R04F11.9	143.00	27.94	0.00	0.00	0.00
WBGene00196388	T23G5.10	135.00	23.10	0.00	0.00	0.00
WBGene00196389	Y65B4BL.9	129.00	19.74	0.00	0.00	0.00
WBGene00196390	D1009.8	122.00	16.13	0.00	0.00	0.00
WBGene00196391	ZK757.5	150.00	32.49	0.00	0.00	0.00
WBGene00196392	ZC487.7	146.00	29.85	0.00	0.00	0.00
WBGene00196393	T04F8.11	130.00	20.28	0.00	0.00	0.00
WBGene00196394	T06A4.5	221.00	90.56	0.00	0.00	0.00
WBGene00196395	Y111B2A.33	76.00	1.72	0.00	0.00	0.00
WBGene00196396	F31C3.14	688.00	554.16	70028.00	5034.53	5667.66
WBGene00196397	F48C1.12	135.00	23.10	3.00	5.17	5.82
WBGene00196398	W10D5.4	139.00	25.47	0.00	0.00	0.00
WBGene00196399	T14F9.9	206.00	76.99	0.00	0.00	0.00
WBGene00196400	Y73F8A.1164	96.00	5.94	0.00	0.00	0.00
WBGene00196401	F27B10.2	188.00	61.43	0.00	0.00	0.00
WBGene00196402	F10C1.13	141.00	26.69	0.00	0.00	0.00
WBGene00196403	F33C8.6	142.00	27.31	0.00	0.00	0.00
WBGene00196404	F58H7.9	91.00	4.59	0.00	0.00	0.00
WBGene00196405	K08E5.9	150.00	32.49	0.00	0.00	0.00
WBGene00196406	C16C2.6	212.00	82.36	0.00	0.00	0.00
WBGene00196407	T13H2.7	155.00	35.91	0.00	0.00	0.00
WBGene00196408	F15G9.7	117.00	13.77	0.00	0.00	0.00
WBGene00196409	K03H9.7	140.00	26.08	0.00	0.00	0.00
WBGene00196410	R02E12.9	146.00	29.85	0.00	0.00	0.00
WBGene00196411	T10H10.4	139.00	25.47	0.00	0.00	0.00
WBGene00196412	Y66D12A.27	192.00	64.81	0.00	0.00	0.00
WBGene00196413	C06B8.13	100.00	7.16	0.00	0.00	0.00
WBGene00196414	B0034.8	202.00	73.46	0.00	0.00	0.00
WBGene00196415	C54G7.7	199.00	70.83	0.00	0.00	0.00
WBGene00196416	D1079.2	138.00	24.87	0.00	0.00	0.00
WBGene00196417	K02F2.8	133.00	21.95	0.00	0.00	0.00
WBGene00196418	Y53C10A.17	107.00	9.61	0.00	0.00	0.00
WBGene00196419	ZK381.40	92.00	4.85	0.00	0.00	0.00
WBGene00196420	ZK652.15	142.00	27.31	0.00	0.00	0.00
WBGene00196421	F09C3.7	48.00	0.00	0.00	0.00	0.00
WBGene00196422	ZC64.8	136.00	23.68	0.00	0.00	0.00
WBGene00196423	F56H11.9	132.00	21.39	0.00	0.00	0.00
WBGene00196424	F54E4.8	129.00	19.74	0.00	0.00	0.00
WBGene00196425	F42D1.7	274.00	141.10	0.00	0.00	0.00
WBGene00196426	R02E12.10	50.00	0.00	0.00	0.00	0.00
WBGene00196427	K10B4.8	120.00	15.16	0.00	0.00	0.00
WBGene00196428	Y37E3.27	219.00	88.73	0.00	0.00	0.00
WBGene00196429	F18G5.8	96.00	5.94	0.00	0.00	0.00
WBGene00196430	Y75B8A.46	75.00	1.59	0.00	0.00	0.00
WBGene00196431	F53F8.8	224.00	93.33	0.00	0.00	0.00
WBGene00196432	T14G11.5	128.00	19.20	0.00	0.00	0.00
WBGene00196433	C40H5.11	64.00	0.00	0.00	0.00	0.00
WBGene00196434	K06C4.19	215.00	85.08	0.00	0.00	0.00
WBGene00196435	C41G11.7	132.00	21.39	0.00	0.00	0.00
WBGene00196436	C01B7.9	190.00	63.11	0.00	0.00	0.00
WBGene00196437	F37B12.7	89.00	4.11	0.00	0.00	0.00
WBGene00196438	Y39B6A.72	56.00	0.00	0.00	0.00	0.00
WBGene00196439	Y57A10B.9	73.00	1.34	0.00	0.00	0.00
WBGene00196440	K04A8.12	144.00	28.57	0.00	0.00	0.00
WBGene00196441	K01A6.12	146.00	29.85	0.00	0.00	0.00
WBGene00196442	T21B10.9	145.00	29.21	0.00	0.00	0.00
WBGene00196443	C04H4.3	140.00	26.08	0.00	0.00	0.00
WBGene00196444	F47E1.11	188.00	61.43	0.00	0.00	0.00
WBGene00196445	F15A8.18	57.00	0.00	0.00	0.00	0.00
WBGene00196446	F52B10.9	141.00	26.69	0.00	0.00	0.00
WBGene00196447	F46C8.10	149.00	31.82	0.00	0.00	0.00
WBGene00196448	Y59A8B.28	64.00	0.00	0.00	0.00	0.00
WBGene00196449	Y75B7AL.5	99.00	6.85	0.00	0.00	0.00
WBGene00196450	F20B10.6	186.00	59.76	0.00	0.00	0.00
WBGene00196451	K04A8.13	61.00	0.00	0.00	0.00	0.00
WBGene00196452	Y66D12A.28	106.00	9.23	0.00	0.00	0.00
WBGene00196453	F27D9.10	71.00	1.12	0.00	0.00	0.00
WBGene00196454	M01H9.8	102.00	7.82	0.00	0.00	0.00
WBGene00196455	C34F6.15	51.00	0.00	0.00	0.00	0.00
WBGene00196456	F18E9.10	166.00	43.89	0.00	0.00	0.00
WBGene00196457	C46C11.5	142.00	27.31	0.00	0.00	0.00
WBGene00196458	Y45G5AM.11	74.00	1.46	0.00	0.00	0.00
WBGene00196459	R151.14	56.00	0.00	0.00	0.00	0.00
WBGene00196460	F45E1.8	194.00	66.51	0.00	0.00	0.00
WBGene00196461	C10G6.51	68.00	0.00	0.00	0.00	0.00
WBGene00196462	C11G10.5	149.00	31.82	0.00	0.00	0.00
WBGene00196463	F08F1.11	146.00	29.85	0.00	0.00	0.00
WBGene00196464	F35D2.8	204.00	75.22	0.00	0.00	0.00
WBGene00196465	Y51F10.12	172.00	48.48	2.00	1.64	1.85
WBGene00196466	H21P03.5	94.00	5.38	0.00	0.00	0.00
WBGene00196467	F43C9.5	218.00	87.81	0.00	0.00	0.00
WBGene00196468	W09G3.12	52.00	0.00	0.00	0.00	0.00
WBGene00196469	F08F3.13	62.00	0.00	0.00	0.00	0.00
WBGene00196470	R05D3.13	137.00	24.27	0.00	0.00	0.00
WBGene00196471	F57B1.10	149.00	31.82	0.00	0.00	0.00
WBGene00196472	H08J11.4	191.00	63.96	0.00	0.00	0.00
WBGene00196473	Y70D2A.4	144.00	28.57	0.00	0.00	0.00
WBGene00196474	K01A12.5	84.00	3.04	0.00	0.00	0.00
WBGene00196475	F07C3.12	150.00	32.49	0.00	0.00	0.00
WBGene00196476	C34H3.7	203.00	74.34	0.00	0.00	0.00
WBGene00196477	F57B1.11	263.00	130.39	0.00	0.00	0.00
WBGene00196478	T09D3.11	88.00	3.88	0.00	0.00	0.00
WBGene00196479	Y39G10AR.28	79.00	2.16	0.00	0.00	0.00
WBGene00196480	C27A12.11	129.00	19.74	0.00	0.00	0.00
WBGene00196481	F56D12.9	52.00	0.00	0.00	0.00	0.00
WBGene00196482	T25D1.4	79.00	2.16	0.00	0.00	0.00
WBGene00196483	W05E10.9	183.00	57.28	0.00	0.00	0.00
WBGene00196484	ZK994.9	88.00	3.88	0.00	0.00	0.00
WBGene00196485	C16D9.12	84.00	3.04	0.00	0.00	0.00
WBGene00196486	C48D5.5	150.00	32.49	0.00	0.00	0.00
WBGene00196487	C18A3.15	135.00	23.10	0.00	0.00	0.00
WBGene00196488	K06G5.5	56.00	0.00	0.00	0.00	0.00
WBGene00196489	C15B12.10	125.00	17.64	0.00	0.00	0.00
WBGene00196490	C03C10.11	141.00	26.69	0.00	0.00	0.00
WBGene00196491	M03F8.9	123.00	16.63	0.00	0.00	0.00
WBGene00196492	C34C12.10	101.00	7.49	0.00	0.00	0.00
WBGene00196493	ZK973.15	136.00	23.68	0.00	0.00	0.00
WBGene00196494	C07A12.9	187.00	60.59	0.00	0.00	0.00
WBGene00196495	T22B7.10	145.00	29.21	0.00	0.00	0.00
WBGene00196496	C09D8.5	149.00	31.82	0.00	0.00	0.00
WBGene00196497	ZK525.5	53.00	0.00	0.00	0.00	0.00
WBGene00196498	B0350.71	150.00	32.49	0.00	0.00	0.00
WBGene00196499	F38B6.10	143.00	27.94	0.00	0.00	0.00
WBGene00196500	T11F9.23	178.00	53.22	0.00	0.00	0.00
WBGene00196501	T28B11.8	346.00	212.31	4.00	0.75	0.84
WBGene00196502	R05D7.8	207.00	77.88	2.08	1.06	1.20
WBGene00196503	F14H12.11	202.00	73.46	0.00	0.00	0.00
