gene_id	transcript_id(s)	length	effective_length	expected_count	TPM	FPKM
WBGene00195938	R09A8.6	144.00	24.39	0.00	0.00	0.00
WBGene00195939	K11G12.8	212.00	74.44	0.00	0.00	0.00
WBGene00195940	ZK470.7	133.00	18.51	0.00	0.00	0.00
WBGene00195941	F55B12.13	217.00	78.78	0.00	0.00	0.00
WBGene00195942	C15C8.9	189.00	55.39	0.00	0.00	0.00
WBGene00195943	W08F4.14	54.00	0.00	0.00	0.00	0.00
WBGene00195944	F22A3.10	300.00	156.79	0.00	0.00	0.00
WBGene00195945	R03D7.10	90.00	3.39	0.00	0.00	0.00
WBGene00195946	BE0003N10.4	205.00	68.47	0.00	0.00	0.00
WBGene00195947	C02F4.9	111.00	9.13	0.00	0.00	0.00
WBGene00195948	Y7A9D.62	90.00	3.39	0.00	0.00	0.00
WBGene00195949	Y53F4B.52	48.00	0.00	0.00	0.00	0.00
WBGene00195950	F08C6.9	149.00	27.32	0.00	0.00	0.00
WBGene00195951	C23F12.7	164.00	36.93	0.00	0.00	0.00
WBGene00195952	K04H4.9	151.00	28.53	0.00	0.00	0.00
WBGene00195953	C42D8.10	126.00	15.16	0.00	0.00	0.00
WBGene00195954	F44A6.8	99.00	5.46	0.00	0.00	0.00
WBGene00195955	Y71A12C.4	69.00	0.00	0.00	0.00	0.00
WBGene00195956	C54E4.6	78.00	1.50	0.00	0.00	0.00
WBGene00195957	C14F11.9	161.00	34.91	0.00	0.00	0.00
WBGene00195958	ZK867.7	126.00	15.16	0.00	0.00	0.00
WBGene00195959	H03A11.6	125.00	14.71	0.00	0.00	0.00
WBGene00195960	ZK381.37	212.00	74.44	0.00	0.00	0.00
WBGene00195961	T28B4.6	206.00	69.31	0.00	0.00	0.00
WBGene00195962	ZK973.13	150.00	27.92	2.20	3.31	3.87
WBGene00195963	Y44A6B.5	59.00	0.00	0.00	0.00	0.00
WBGene00195964	F56A11.8	118.00	11.75	0.00	0.00	0.00
WBGene00195965	F26A10.7	150.00	27.92	0.00	0.00	0.00
WBGene00195966	C16E9.10	127.00	15.62	0.00	0.00	0.00
WBGene00195967	K08C7.9	145.00	24.97	0.00	0.00	0.00
WBGene00195968	R11G1.8	219.00	80.54	0.00	0.00	0.00
WBGene00195969	ZK563.8	149.00	27.32	0.00	0.00	0.00
WBGene00195970	F52B10.6	145.00	24.97	0.00	0.00	0.00
WBGene00195971	F55C5.12	126.00	15.16	0.00	0.00	0.00
WBGene00195972	C38C6.9	93.00	4.01	0.00	0.00	0.00
WBGene00195973	B0495.12	130.00	17.03	0.00	0.00	0.00
WBGene00195974	C33B4.7	241.00	100.39	0.00	0.00	0.00
WBGene00195975	K09A9.9	134.00	19.01	0.00	0.00	0.00
WBGene00195976	W07G1.11	53.00	0.00	0.00	0.00	0.00
WBGene00195977	C56E6.12	147.00	26.13	0.00	0.00	0.00
WBGene00195978	VB0395L.2	374.00	230.01	0.00	0.00	0.00
WBGene00195979	F31F7.4	145.00	24.97	0.00	0.00	0.00
WBGene00195980	Y53F4B.53	77.00	1.39	0.00	0.00	0.00
WBGene00195981	W01C8.10	125.00	14.71	0.00	0.00	0.00
WBGene00195982	ZK836.5	141.00	22.71	0.00	0.00	0.00
WBGene00195983	K08B12.6	214.00	76.17	0.00	0.00	0.00
WBGene00195984	C07H4.3	336.00	192.25	0.00	0.00	0.00
WBGene00195985	Y6B3B.12	51.00	0.00	0.00	0.00	0.00
WBGene00195986	F39C12.5	139.00	21.62	0.00	0.00	0.00
WBGene00195987	C04C11.7	225.00	85.86	0.00	0.00	0.00
WBGene00195988	Y54G2A.59	52.00	0.00	0.00	0.00	0.00
WBGene00195989	K02A11.5	127.00	15.62	0.00	0.00	0.00
WBGene00195990	Y69A2AR.38	221.00	82.30	0.00	0.00	0.00
WBGene00195991	F02E11.8	54.00	0.00	0.00	0.00	0.00
WBGene00195992	F09F9.7	190.00	56.18	0.00	0.00	0.00
WBGene00195993	C24G6.10	138.00	21.09	0.00	0.00	0.00
WBGene00195994	F39B3.4	140.00	22.17	0.00	0.00	0.00
WBGene00195995	C42D8.11	221.00	82.30	0.00	0.00	0.00
WBGene00195996	Y54G9A.11	61.00	0.00	0.00	0.00	0.00
WBGene00195997	F42H10.10	89.00	3.19	0.00	0.00	0.00
WBGene00195998	Y53H1C.5	145.00	24.97	0.00	0.00	0.00
WBGene00195999	Y105E8A.37	88.00	3.01	0.00	0.00	0.00
WBGene00196000	Y50D7A.14	93.00	4.01	0.00	0.00	0.00
WBGene00196001	F52B10.7	141.00	22.71	0.00	0.00	0.00
WBGene00196002	K03C7.5	149.00	27.32	0.00	0.00	0.00
WBGene00196003	F22D3.7	141.00	22.71	0.00	0.00	0.00
WBGene00196004	F13D11.8	104.00	6.86	0.00	0.00	0.00
WBGene00196005	ZK867.8	272.00	129.63	0.00	0.00	0.00
WBGene00196006	C01F4.4	77.00	1.39	0.00	0.00	0.00
WBGene00196007	B0334.16	66.00	0.00	0.00	0.00	0.00
WBGene00196008	C25D7.17	184.00	51.49	0.00	0.00	0.00
WBGene00196009	F19C6.9	111.00	9.13	0.00	0.00	0.00
WBGene00196010	C04H4.2	140.00	22.17	0.00	0.00	0.00
WBGene00196011	T06A4.4	146.00	25.55	0.00	0.00	0.00
WBGene00196012	F32A6.7	127.00	15.62	0.00	0.00	0.00
WBGene00196013	R08E3.5	279.00	136.37	0.00	0.00	0.00
WBGene00196014	F47B7.10	132.00	18.01	0.00	0.00	0.00
WBGene00196015	Y67D8A.6	142.00	23.27	1.00	1.80	2.11
WBGene00196016	W03A3.4	61.00	0.00	0.00	0.00	0.00
WBGene00196017	C17D12.10	90.00	3.39	0.00	0.00	0.00
WBGene00196018	F28F8.11	95.00	4.46	0.00	0.00	0.00
WBGene00196019	F12D9.6	143.00	23.83	0.00	0.00	0.00
WBGene00196020	F35G2.9	135.00	19.52	0.00	0.00	0.00
WBGene00196021	F09G2.10	201.00	65.12	0.00	0.00	0.00
WBGene00196022	B0495.13	146.00	25.55	0.00	0.00	0.00
WBGene00196023	T03G11.15	140.00	22.17	0.00	0.00	0.00
WBGene00196024	C32C4.9	146.00	25.55	0.00	0.00	0.00
WBGene00196025	C52E4.13	123.00	13.83	0.00	0.00	0.00
WBGene00196026	Y39A1B.5	47.00	0.00	0.00	0.00	0.00
WBGene00196027	C30B5.10	236.00	95.80	0.00	0.00	0.00
WBGene00196028	C32D5.15	86.00	2.65	0.00	0.00	0.00
WBGene00196029	T06F4.6	148.00	26.72	0.00	0.00	0.00
WBGene00196030	Y39B6A.71	62.00	0.00	0.00	0.00	0.00
WBGene00196031	Y79H2A.13	75.00	1.17	0.00	0.00	0.00
WBGene00196032	T18D3.10	162.00	35.58	0.00	0.00	0.00
WBGene00196033	Y17D7C.7	121.00	12.98	0.00	0.00	0.00
WBGene00196034	T04C12.16	220.00	81.42	0.00	0.00	0.00
WBGene00196035	T27A1.8	61.00	0.00	0.00	0.00	0.00
WBGene00196036	F49H12.8	61.00	0.00	0.00	0.00	0.00
WBGene00196037	Y17D7B.11	50.00	0.00	0.00	0.00	0.00
WBGene00196038	Y51H7C.18	49.00	0.00	0.00	0.00	0.00
WBGene00196039	C04E7.7	106.00	7.47	0.00	0.00	0.00
WBGene00196040	Y75B8A.45	61.00	0.00	0.00	0.00	0.00
WBGene00196041	R02D5.11	225.00	85.86	0.00	0.00	0.00
WBGene00196042	K11C4.7	145.00	24.97	0.00	0.00	0.00
WBGene00196043	ZK973.14	150.00	27.92	2.20	3.31	3.87
WBGene00196044	ZK381.38	216.00	77.91	0.00	0.00	0.00
WBGene00196045	F58F12.7	131.00	17.52	0.00	0.00	0.00
WBGene00196046	F33G12.8	198.00	62.64	0.00	0.00	0.00
WBGene00196047	C02C6.4	124.00	14.27	0.00	0.00	0.00
WBGene00196048	T11F1.10	70.00	0.00	0.00	0.00	0.00
WBGene00196049	ZK381.39	428.00	283.90	0.00	0.00	0.00
WBGene00196050	C41G11.6	119.00	12.15	0.00	0.00	0.00
WBGene00196051	Y22F5A.8	78.00	1.50	0.00	0.00	0.00
WBGene00196052	T27E4.14	125.00	14.71	0.00	0.00	0.00
WBGene00196053	F11H8.5	149.00	27.32	0.00	0.00	0.00
WBGene00196054	F53B3.8	146.00	25.55	0.00	0.00	0.00
WBGene00196055	T07D1.8	133.00	18.51	0.00	0.00	0.00
WBGene00196056	T19C4.16	209.00	71.86	66.60	38.90	45.50
WBGene00196057	ZK84.9	189.00	55.39	0.00	0.00	0.00
WBGene00196058	Y55F3BR.13	53.00	0.00	0.00	0.00	0.00
WBGene00196059	D2023.12	140.00	22.17	0.00	0.00	0.00
WBGene00196060	VB0365.1	217.00	78.78	0.00	0.00	0.00
WBGene00196061	F07B10.8	220.00	81.42	0.00	0.00	0.00
WBGene00196062	C49A1.11	79.00	1.62	0.00	0.00	0.00
WBGene00196063	F25G6.12	199.00	63.47	0.00	0.00	0.00
WBGene00196064	ZC477.15	135.00	19.52	0.00	0.00	0.00
WBGene00196065	C34F6.14	120.00	12.56	0.00	0.00	0.00
WBGene00196066	T19C4.17	194.00	59.39	6.00	4.24	4.96
WBGene00196067	Y39G8C.5	54.00	0.00	0.00	0.00	0.00
WBGene00196068	F40F9.13	194.00	59.39	0.00	0.00	0.00
WBGene00196069	Y39A3CL.8	291.00	148.00	0.00	0.00	0.00
WBGene00196070	C16A3.14	52.00	0.00	0.00	0.00	0.00
WBGene00196071	F56F3.8	144.00	24.39	0.00	0.00	0.00
WBGene00196072	Y39A3B.6	150.00	27.92	0.00	0.00	0.00
WBGene00196073	F54D12.13	73.00	0.00	0.00	0.00	0.00
WBGene00196074	K12H6.13	51.00	0.00	0.00	0.00	0.00
WBGene00196075	Y105E8A.38	95.00	4.46	0.00	0.00	0.00
WBGene00196076	Y71F9AR.5	54.00	0.00	0.00	0.00	0.00
WBGene00196077	C06A1.10	61.00	0.00	0.00	0.00	0.00
WBGene00196078	T02E9.11	142.00	23.27	0.00	0.00	0.00
WBGene00196079	C29E6.9	131.00	17.52	0.00	0.00	0.00
WBGene00196080	Y54G9A.12	190.00	56.18	2.00	1.49	1.75
WBGene00196081	K06C4.18	150.00	27.92	0.00	0.00	0.00
WBGene00196082	F54C4.5	53.00	0.00	0.00	0.00	0.00
WBGene00196083	C53B7.9	204.00	67.63	0.00	0.00	0.00
WBGene00196084	B0454.14	97.00	4.95	0.00	0.00	0.00
WBGene00196085	R173.6	147.00	26.13	0.00	0.00	0.00
WBGene00196086	F16H9.4	241.00	100.39	0.00	0.00	0.00
WBGene00196087	F08G5.10	88.00	3.01	0.00	0.00	0.00
WBGene00196088	F58H1.11	142.00	23.27	0.00	0.00	0.00
WBGene00196089	C15F1.13	104.00	6.86	0.00	0.00	0.00
WBGene00196090	F02G3.2	218.00	79.66	0.00	0.00	0.00
WBGene00196091	C50F4.18	133.00	18.51	0.00	0.00	0.00
WBGene00196092	ZK632.15	150.00	27.92	0.00	0.00	0.00
WBGene00196093	K03H9.6	221.00	82.30	0.00	0.00	0.00
WBGene00196094	H19M22.5	148.00	26.72	0.00	0.00	0.00
WBGene00196095	F22B3.12	150.00	27.92	0.00	0.00	0.00
WBGene00196096	ZK616.62	219.00	80.54	0.00	0.00	0.00
WBGene00196097	Y105E8B.12	138.00	21.09	0.00	0.00	0.00
WBGene00196098	Y55F3AR.4	123.00	13.83	0.00	0.00	0.00
WBGene00196099	T09B4.14	126.00	15.16	0.00	0.00	0.00
WBGene00196100	K10C3.8	188.00	54.60	0.00	0.00	0.00
WBGene00196101	T20F10.9	152.00	29.14	0.00	0.00	0.00
WBGene00196102	C29H12.7	130.00	17.03	0.00	0.00	0.00
WBGene00196103	Y51A2D.24	147.00	26.13	0.00	0.00	0.00
WBGene00196104	C48D1.11	81.00	1.88	0.00	0.00	0.00
WBGene00196105	C18D1.11	120.00	12.56	0.00	0.00	0.00
WBGene00196106	ZC504.7	149.00	27.32	0.00	0.00	0.00
WBGene00196107	F41C6.8	132.00	18.01	0.00	0.00	0.00
WBGene00196108	H02I12.10	93.00	4.01	0.00	0.00	0.00
WBGene00196109	K02H8.2	224.00	84.97	0.00	0.00	0.00
WBGene00196110	T01C2.3	225.00	85.86	0.00	0.00	0.00
WBGene00196111	C33B4.8	305.00	161.68	0.00	0.00	0.00
WBGene00196112	K10D6.8	231.00	91.25	0.00	0.00	0.00
WBGene00196113	F13H6.6	138.00	21.09	0.00	0.00	0.00
WBGene00196114	Y51H7C.19	243.00	102.24	0.00	0.00	0.00
WBGene00196115	F45B8.8	147.00	26.13	0.00	0.00	0.00
WBGene00196116	T10E9.11	70.00	0.00	0.00	0.00	0.00
WBGene00196117	F49E10.11	89.00	3.19	0.00	0.00	0.00
WBGene00196118	Y32F6B.5	130.00	17.03	0.00	0.00	0.00
WBGene00196119	F44E5.6	226.00	86.75	0.00	0.00	0.00
WBGene00196120	T06H11.7	403.00	258.93	0.00	0.00	0.00
WBGene00196121	C40H5.10	133.00	18.51	0.00	0.00	0.00
WBGene00196122	C24B5.7	125.00	14.71	0.00	0.00	0.00
WBGene00196123	F55C5.13	134.00	19.01	0.00	0.00	0.00
WBGene00196124	F57B10.16	202.00	65.95	0.00	0.00	0.00
WBGene00196125	R01E6.9	57.00	0.00	0.00	0.00	0.00
WBGene00196126	T07H8.10	164.00	36.93	0.00	0.00	0.00
WBGene00196127	K02E11.14	126.00	15.16	0.00	0.00	0.00
WBGene00196128	Y51A2D.25	144.00	24.39	0.00	0.00	0.00
WBGene00196129	F11A6.6	52.00	0.00	0.00	0.00	0.00
WBGene00196130	C54D1.8	64.00	0.00	0.00	0.00	0.00
WBGene00196131	C56G2.16	150.00	27.92	0.00	0.00	0.00
WBGene00196132	C34H3.5	171.00	41.82	0.00	0.00	0.00
WBGene00196133	C43D7.14	52.00	0.00	0.00	0.00	0.00
WBGene00196134	C53B4.12	127.00	15.62	0.00	0.00	0.00
WBGene00196135	Y50D7A.15	50.00	0.00	0.00	0.00	0.00
WBGene00196136	C16C8.23	52.00	0.00	0.00	0.00	0.00
WBGene00196137	T18H9.8	125.00	14.71	0.00	0.00	0.00
WBGene00196138	C05B10.14	116.00	10.96	0.00	0.00	0.00
WBGene00196139	T01C1.6	112.00	9.48	0.00	0.00	0.00
WBGene00196140	T07F12.6	146.00	25.55	0.00	0.00	0.00
WBGene00196141	R10E12.4	252.00	110.63	0.00	0.00	0.00
WBGene00196142	B0403.7	60.00	0.00	0.00	0.00	0.00
WBGene00196143	K07A1.18	132.00	18.01	0.00	0.00	0.00
WBGene00196144	Y40H4A.3	122.00	13.40	0.00	0.00	0.00
WBGene00196145	T14F9.8	132.00	18.01	0.00	0.00	0.00
WBGene00196146	F10G8.10	146.00	25.55	1.00	1.64	1.92
WBGene00196147	W02A2.10	134.00	19.01	0.00	0.00	0.00
WBGene00196148	B0457.8	123.00	13.83	0.00	0.00	0.00
WBGene00196149	T28C12.7	189.00	55.39	0.00	0.00	0.00
WBGene00196150	C30A5.11	113.00	9.84	0.00	0.00	0.00
WBGene00196151	Y48G9A.17	59.00	0.00	0.00	0.00	0.00
WBGene00196152	F54E4.7	127.00	15.62	0.00	0.00	0.00
WBGene00196153	T14G12.8	90.00	3.39	0.00	0.00	0.00
WBGene00196154	F28F9.8	266.00	123.89	0.00	0.00	0.00
WBGene00196155	F40B5.4	150.00	27.92	0.00	0.00	0.00
WBGene00196156	T19D7.8	142.00	23.27	0.00	0.00	0.00
WBGene00196157	C07A4.4	143.00	23.83	0.00	0.00	0.00
WBGene00196158	C52E12.8	96.00	4.70	0.00	0.00	0.00
WBGene00196159	K04B12.6	141.00	22.71	0.00	0.00	0.00
WBGene00196160	T14G8.5	139.00	21.62	0.00	0.00	0.00
WBGene00196161	T13H10.6	122.00	13.40	0.00	0.00	0.00
WBGene00196162	C05E11.11	144.00	24.39	0.00	0.00	0.00
WBGene00196163	F23H12.13	144.00	24.39	0.00	0.00	0.00
WBGene00196164	C29E6.10	138.00	21.09	0.00	0.00	0.00
WBGene00196165	C53D6.18	132.00	18.01	0.00	0.00	0.00
WBGene00196166	F45E4.16	143.00	23.83	0.00	0.00	0.00
WBGene00196167	W06A7.7	56.00	0.00	0.00	0.00	0.00
WBGene00196168	F39D8.5	150.00	27.92	0.00	0.00	0.00
WBGene00196169	Y46E12A.6	52.00	0.00	0.00	0.00	0.00
WBGene00196170	C04C11.8	88.00	3.01	0.00	0.00	0.00
WBGene00196171	F12D9.7	178.00	46.93	0.00	0.00	0.00
WBGene00196172	Y50D4B.8	219.00	80.54	0.00	0.00	0.00
WBGene00196173	C07E3.14	148.00	26.72	0.00	0.00	0.00
WBGene00196174	F28F5.10	149.00	27.32	0.00	0.00	0.00
WBGene00196175	W03G11.8	217.00	78.78	0.00	0.00	0.00
WBGene00196176	T28B11.7	298.00	154.83	0.00	0.00	0.00
WBGene00196177	F54C4.6	56.00	0.00	0.00	0.00	0.00
WBGene00196178	D1022.12	131.00	17.52	0.00	0.00	0.00
WBGene00196179	Y51H7C.20	51.00	0.00	0.00	0.00	0.00
WBGene00196180	T19D2.6	146.00	25.55	0.00	0.00	0.00
WBGene00196181	C26F1.13	144.00	24.39	0.00	0.00	0.00
WBGene00196182	F26G1.12	212.00	74.44	0.00	0.00	0.00
WBGene00196183	T06F4.7	127.00	15.62	0.00	0.00	0.00
WBGene00196184	C10E2.8	56.00	0.00	0.00	0.00	0.00
WBGene00196185	F28F9.9	215.00	77.04	0.00	0.00	0.00
WBGene00196186	T09A5.16	184.00	51.49	0.00	0.00	0.00
WBGene00196187	Y53H1C.6	56.00	0.00	0.00	0.00	0.00
WBGene00196188	F15C11.4	71.00	0.00	0.00	0.00	0.00
WBGene00196189	ZK40.5	203.00	66.79	2.00	1.26	1.47
WBGene00196190	F12D9.8	224.00	84.97	0.00	0.00	0.00
WBGene00196191	C18C4.12	150.00	27.92	0.00	0.00	0.00
WBGene00196192	R01B10.7	67.00	0.00	0.00	0.00	0.00
WBGene00196193	K01B6.5	141.00	22.71	0.00	0.00	0.00
WBGene00196194	C05C9.5	148.00	26.72	0.00	0.00	0.00
WBGene00196195	F28E10.8	265.00	122.93	0.00	0.00	0.00
WBGene00196196	T21E12.6	86.00	2.65	0.00	0.00	0.00
WBGene00196197	F09F3.14	53.00	0.00	0.00	0.00	0.00
WBGene00196198	C16E9.11	257.00	115.34	0.00	0.00	0.00
WBGene00196199	T18D3.11	85.00	2.48	0.00	0.00	0.00
WBGene00196200	Y58A7A.8	87.00	2.83	0.00	0.00	0.00
WBGene00196201	T19C4.18	219.00	80.54	0.00	0.00	0.00
WBGene00196202	W04D2.8	129.00	16.56	0.00	0.00	0.00
WBGene00196203	K03H1.17	148.00	26.72	0.00	0.00	0.00
WBGene00196204	B0379.9	267.00	124.84	0.00	0.00	0.00
WBGene00196205	Y111B2A.32	84.00	2.32	0.00	0.00	0.00
WBGene00196206	F28D1.19	144.00	24.39	0.00	0.00	0.00
WBGene00196207	F41D9.8	150.00	27.92	0.00	0.00	0.00
WBGene00196208	C39D10.13	225.00	85.86	0.00	0.00	0.00
WBGene00196209	C41A3.4	278.00	135.40	0.00	0.00	0.00
WBGene00196210	F02D10.11	90.00	3.39	0.00	0.00	0.00
WBGene00196211	F37D6.9	143.00	23.83	0.00	0.00	0.00
WBGene00196212	F07B7.15	162.00	35.58	4.95	5.84	6.83
WBGene00196213	K12G11.7	145.00	24.97	0.00	0.00	0.00
WBGene00196214	C56E6.13	88.00	3.01	0.00	0.00	0.00
WBGene00196215	D2092.12	78.00	1.50	0.00	0.00	0.00
WBGene00196216	C05A9.3	195.00	60.19	0.00	0.00	0.00
WBGene00196217	C48D1.12	150.00	27.92	0.00	0.00	0.00
WBGene00196218	M70.7	93.00	4.01	0.00	0.00	0.00
WBGene00196219	C10H11.12	440.00	295.88	0.00	0.00	0.00
WBGene00196220	C24H12.13	65.00	0.00	0.00	0.00	0.00
WBGene00196221	B0350.70	150.00	27.92	0.00	0.00	0.00
WBGene00196222	H19M22.6	219.00	80.54	0.00	0.00	0.00
WBGene00196223	ZK470.8	134.00	19.01	0.00	0.00	0.00
WBGene00196224	Y54E10A.20	90.00	3.39	0.00	0.00	0.00
WBGene00196225	T21H3.6	146.00	25.55	0.00	0.00	0.00
WBGene00196226	K01A6.11	141.00	22.71	0.00	0.00	0.00
WBGene00196227	C25F6.11	111.00	9.13	0.00	0.00	0.00
WBGene00196228	F26A10.8	140.00	22.17	0.00	0.00	0.00
WBGene00196229	C14E2.10	220.00	81.42	0.00	0.00	0.00
WBGene00196230	Y73B6BL.273	127.00	15.62	0.00	0.00	0.00
WBGene00196231	F57B7.6	163.00	36.25	0.00	0.00	0.00
WBGene00196232	K07E8.14	118.00	11.75	0.00	0.00	0.00
WBGene00196233	C54D2.8	157.00	32.29	0.00	0.00	0.00
WBGene00196234	T10B11.9	121.00	12.98	0.00	0.00	0.00
WBGene00196235	W10C8.8	370.00	226.03	0.00	0.00	0.00
WBGene00196236	M03F4.9	141.00	22.71	0.00	0.00	0.00
WBGene00196237	F55C10.8	144.00	24.39	0.00	0.00	0.00
WBGene00196238	C40C9.9	96.00	4.70	0.00	0.00	0.00
WBGene00196239	F55E10.9	74.00	1.08	0.00	0.00	0.00
WBGene00196240	C25F6.12	225.00	85.86	0.00	0.00	0.00
WBGene00196241	ZK1193.6	132.00	18.01	0.00	0.00	0.00
WBGene00196242	K07C6.16	102.00	6.27	0.00	0.00	0.00
WBGene00196243	F26A3.11	111.00	9.13	0.00	0.00	0.00
WBGene00196244	B0524.8	55.00	0.00	0.00	0.00	0.00
WBGene00196245	R08C7.16	70.00	0.00	1.00	0.00	0.00
WBGene00196246	C05D9.10	77.00	1.39	0.00	0.00	0.00
WBGene00196247	R07D5.4	135.00	19.52	0.00	0.00	0.00
WBGene00196248	R09F10.14	211.00	73.58	0.00	0.00	0.00
WBGene00196249	C54D10.17	168.00	39.69	0.00	0.00	0.00
WBGene00196250	ZC13.12	150.00	27.92	0.00	0.00	0.00
WBGene00196251	C27A7.10	206.00	69.31	0.00	0.00	0.00
WBGene00196252	T19E7.23	147.00	26.13	0.00	0.00	0.00
WBGene00196253	T21B6.8	205.00	68.47	5.00	3.07	3.59
WBGene00196254	F11D5.12	199.00	63.47	0.00	0.00	0.00
WBGene00196255	C43F9.14	52.00	0.00	0.00	0.00	0.00
WBGene00196256	B0454.15	88.00	3.01	0.00	0.00	0.00
WBGene00196257	T04C12.17	170.00	41.11	5.60	5.72	6.69
WBGene00196258	F25G6.13	209.00	71.86	0.00	0.00	0.00
WBGene00196259	F28E10.9	150.00	27.92	0.00	0.00	0.00
WBGene00196260	F32B5.10	149.00	27.32	0.00	0.00	0.00
WBGene00196261	E02A10.6	149.00	27.32	0.00	0.00	0.00
WBGene00196262	T01B4.5	135.00	19.52	0.00	0.00	0.00
WBGene00196263	R08E3.6	138.00	21.09	0.00	0.00	0.00
WBGene00196264	F09A5.10	192.00	57.78	0.00	0.00	0.00
WBGene00196265	C08C3.7	148.00	26.72	0.00	0.00	0.00
WBGene00196266	C47G2.11	180.00	48.43	0.00	0.00	0.00
WBGene00196267	H32C10.95	132.00	18.01	0.00	0.00	0.00
WBGene00196268	F52E10.7	88.00	3.01	0.00	0.00	0.00
WBGene00196269	Y57A10A.39	150.00	27.92	0.00	0.00	0.00
WBGene00196270	F48E3.11	100.00	5.72	0.00	0.00	0.00
WBGene00196271	F08C6.10	273.00	130.59	0.00	0.00	0.00
WBGene00196272	C31G12.6	63.00	0.00	0.00	0.00	0.00
WBGene00196273	H13N06.9	129.00	16.56	0.00	0.00	0.00
WBGene00196274	C09D8.4	149.00	27.32	0.00	0.00	0.00
WBGene00196275	K08A8.7	214.00	76.17	0.00	0.00	0.00
WBGene00196276	C30F8.5	88.00	3.01	0.00	0.00	0.00
WBGene00196277	T19D2.7	211.00	73.58	0.00	0.00	0.00
WBGene00196278	Y50D4C.7	58.00	0.00	0.00	0.00	0.00
WBGene00196279	Y67A10A.343	106.00	7.47	0.00	0.00	0.00
WBGene00196280	M01H9.7	122.00	13.40	0.00	0.00	0.00
WBGene00196281	C16E9.12	148.00	26.72	0.00	0.00	0.00
WBGene00196282	F46G11.10	315.00	171.51	0.00	0.00	0.00
WBGene00196283	B0391.13	59.00	0.00	0.00	0.00	0.00
WBGene00196284	F26A10.9	212.00	74.44	0.00	0.00	0.00
WBGene00196285	F40H3.7	139.00	21.62	0.00	0.00	0.00
WBGene00196286	F11D5.13	134.00	19.01	0.00	0.00	0.00
WBGene00196287	C05D2.13	49.00	0.00	0.00	0.00	0.00
WBGene00196288	R153.3	139.00	21.62	0.00	0.00	0.00
WBGene00196289	T14E8.5	137.00	20.56	0.00	0.00	0.00
WBGene00196290	ZK593.14	144.00	24.39	0.00	0.00	0.00
WBGene00196291	C15H7.7	147.00	26.13	0.00	0.00	0.00
WBGene00196292	F21D9.9	53.00	0.00	0.00	0.00	0.00
WBGene00196293	F35G2.10	186.00	53.04	0.00	0.00	0.00
WBGene00196294	Y41G9A.14	209.00	71.86	0.00	0.00	0.00
WBGene00196295	F45H7.9	149.00	27.32	0.00	0.00	0.00
WBGene00196296	Y39G10AR.27	54.00	0.00	0.00	0.00	0.00
WBGene00196297	T04D3.9	76.00	1.28	0.00	0.00	0.00
WBGene00196298	C52A11.5	148.00	26.72	0.00	0.00	0.00
WBGene00196299	Y51H7C.21	243.00	102.24	0.00	0.00	0.00
WBGene00196300	T04C10.7	176.00	45.45	0.00	0.00	0.00
WBGene00196301	C11E4.10	127.00	15.62	0.00	0.00	0.00
WBGene00196302	K08A8.8	129.00	16.56	0.00	0.00	0.00
WBGene00196303	F10C2.10	402.00	257.93	0.00	0.00	0.00
WBGene00196304	F09A5.11	59.00	0.00	0.00	0.00	0.00
WBGene00196305	F56E3.8	185.00	52.26	0.00	0.00	0.00
WBGene00196306	C54H2.6	200.00	64.29	0.00	0.00	0.00
WBGene00196307	C26G2.3	241.00	100.39	0.00	0.00	0.00
WBGene00196308	F49E10.12	199.00	63.47	0.00	0.00	0.00
WBGene00196309	F53B7.8	62.00	0.00	0.00	0.00	0.00
WBGene00196310	C07G3.13	71.00	0.00	0.00	0.00	0.00
WBGene00196311	Y38H6C.27	52.00	0.00	0.00	0.00	0.00
WBGene00196312	W05E10.8	137.00	20.56	0.00	0.00	0.00
WBGene00196313	C33F10.17	112.00	9.48	0.00	0.00	0.00
WBGene00196314	F15A2.9	62.00	0.00	0.00	0.00	0.00
WBGene00196315	Y24D9A.11	150.00	27.92	0.00	0.00	0.00
WBGene00196316	C43C3.6	141.00	22.71	0.00	0.00	0.00
WBGene00196317	F55F1.6	160.00	34.25	0.00	0.00	0.00
WBGene00196318	T01C8.8	122.00	13.40	0.00	0.00	0.00
WBGene00196319	Y45G5AM.10	114.00	10.21	0.00	0.00	0.00
WBGene00196320	F42A6.11	63.00	0.00	0.00	0.00	0.00
WBGene00196321	M79.7	220.00	81.42	0.00	0.00	0.00
WBGene00196322	R05F9.14	150.00	27.92	0.00	0.00	0.00
WBGene00196323	F02G3.3	89.00	3.19	0.00	0.00	0.00
WBGene00196324	Y5H2A.5	150.00	27.92	0.00	0.00	0.00
WBGene00196325	ZK617.9	141.00	22.71	0.00	0.00	0.00
WBGene00196326	Y51A2D.26	79.00	1.62	0.00	0.00	0.00
WBGene00196327	T05C12.12	121.00	12.98	0.00	0.00	0.00
WBGene00196328	Y39G8C.6	94.00	4.23	0.00	0.00	0.00
WBGene00196329	C48D5.4	149.00	27.32	0.00	0.00	0.00
WBGene00196330	ZC190.12	129.00	16.56	0.00	0.00	0.00
WBGene00196331	B0198.4	135.00	19.52	0.00	0.00	0.00
WBGene00196332	T27B2.2	83.00	2.17	0.00	0.00	0.00
WBGene00196333	VB0395L.3	125.00	14.71	0.00	0.00	0.00
