"","Common_Name","Class","wt_1","wt_2","piwi_1","piwi_2","Fold_Change","padj"
"WBGene00167728","C35B8.5","piRNA",0,0,0,0,NA,NA
"WBGene00167729","Y73F8A.673","piRNA",0,0,0,0,NA,NA
"WBGene00167732","F58G6.10","piRNA",0,0,0,0,NA,NA
"WBGene00167736","Y43D4A.97","piRNA",0,0,0,0,NA,NA
"WBGene00167738","M01A10.6","piRNA",0,0,0,0,NA,NA
"WBGene00167740","Y105C5A.702","piRNA",0,0,0,0,NA,NA
"WBGene00167743","C09B9.44","piRNA",0,0,0,0,NA,NA
"WBGene00167744","Y57G11C.673","piRNA",0,0,0,0,NA,NA
"WBGene00167745","Y57G11C.674","piRNA",0,0,0,0,NA,NA
"WBGene00167748","Y105C5A.703","piRNA",0,0,0,0,NA,NA
"WBGene00167749","Y105C5A.704","piRNA",0,0,0,0,NA,NA
"WBGene00167751","Y67A10A.204","piRNA",0,0,0,0,NA,NA
"WBGene00167752","Y73F8A.674","piRNA",0,0,0,0,NA,NA
"WBGene00167756","Y73F8A.675","piRNA",0,0,0,0,NA,NA
"WBGene00167759","T28B8.7","piRNA",0,0,0,0,NA,NA
"WBGene00167764","Y116A8C.276","piRNA",0,0,0,0,NA,NA
"WBGene00167765","Y105C5B.815","piRNA",0,0,0,0,NA,NA
"WBGene00167766","Y51H4A.554","piRNA",0,0,0,0,NA,NA
"WBGene00167769","T23G4.77","piRNA",0,0,0,0,NA,NA
"WBGene00167772","C10G6.29","piRNA",0,0,0,0,NA,NA
"WBGene00167773","Y73F8A.676","piRNA",0,0,0,0,NA,NA
"WBGene00167774","C55C3.39","piRNA",0,0,0,0,NA,NA
"WBGene00167776","T06A10.64","piRNA",0,0,0,0,NA,NA
"WBGene00167779","F13G11.77","piRNA",0,0,0,0,NA,NA
"WBGene00167780","B0478.14","piRNA",0,0,0,0,NA,NA
"WBGene00167781","Y73F8A.677","piRNA",0,0,0,0,NA,NA
"WBGene00167783","B0457.7","piRNA",0,0,0,0,NA,NA
"WBGene00167785","F26D12.48","piRNA",0,0,0,0,NA,NA
"WBGene00167786","Y41E3.295","piRNA",0,0,0,0,NA,NA
"WBGene00167791","Y73F8A.678","piRNA",0,0,0,0,NA,NA
"WBGene00167794","H06H21.21","piRNA",0,0,0,0,NA,NA
"WBGene00167797","C24D10.27","piRNA",0,0,0,0,NA,NA
"WBGene00167801","E03H12.15","piRNA",0,0,0,0,NA,NA
"WBGene00167804","C47A4.92","piRNA",0,0,0,0,NA,NA
"WBGene00167806","Y57G11C.678","piRNA",0,0,0,0,NA,NA
"WBGene00167807","Y105C5B.818","piRNA",0,0,0,0,NA,NA
"WBGene00167809","Y73B6BL.129","piRNA",0,0,0,0,NA,NA
"WBGene00167811","Y105C5B.819","piRNA",0,0,0,0,NA,NA
"WBGene00167816","Y17G9A.44","piRNA",0,0,0,0,NA,NA
"WBGene00167817","Y64G10A.213","piRNA",0,0,0,0,NA,NA
"WBGene00167822","F21C3.8","piRNA",0,0,0,0,NA,NA
"WBGene00167826","F52D4.13","piRNA",0,0,0,0,NA,NA
"WBGene00167829","C47A4.93","piRNA",0,0,0,0,NA,NA
"WBGene00167830","Y4C6B.52","piRNA",0,0,0,0,NA,NA
"WBGene00167831","Y10G11A.45","piRNA",0,0,0,0,NA,NA
"WBGene00167832","Y57G11B.146","piRNA",0,0,0,0,NA,NA
"WBGene00167833","H04M03.39","piRNA",0,0,0,0,NA,NA
"WBGene00167838","Y40H7A.199","piRNA",0,0,0,0,NA,NA
"WBGene00167840","H32C10.38","piRNA",0,0,0,0,NA,NA
"WBGene00167841","VY10G11R.40","piRNA",0,0,0,0,NA,NA
"WBGene00167842","Y46G5A.44","piRNA",0,0,0,0,NA,NA
"WBGene00167846","Y105C5A.707","piRNA",0,0,0,0,NA,NA
"WBGene00167847","ZK616.37","piRNA",0,0,0,0,NA,NA
"WBGene00167851","Y45F10D.78","piRNA",0,0,0,0,NA,NA
"WBGene00167854","C09B9.45","piRNA",0,0,0,0,NA,NA
"WBGene00167855","Y57G11A.128","piRNA",0,0,0,0,NA,NA
"WBGene00167858","Y9C9A.65","piRNA",0,0,0,0,NA,NA
"WBGene00167860","Y57G11C.684","piRNA",0,0,0,0,NA,NA
"WBGene00167861","Y105C5A.708","piRNA",0,0,0,0,NA,NA
"WBGene00167862","R05A10.77","piRNA",0,0,0,0,NA,NA
"WBGene00167863","Y105C5B.824","piRNA",0,0,0,0,NA,NA
"WBGene00167866","H04M03.40","piRNA",0,0,0,0,NA,NA
"WBGene00167867","F52H3.8","piRNA",0,0,0,0,NA,NA
"WBGene00167869","Y57G11B.147","piRNA",0,0,0,0,NA,NA
"WBGene00167873","C04E7.6","piRNA",0,0,0,0,NA,NA
"WBGene00167874","Y73B6BL.131","piRNA",0,0,0,0,NA,NA
"WBGene00167876","Y105C5B.826","piRNA",0,0,0,0,NA,NA
"WBGene00167878","F52B11.57","piRNA",0,0,0,0,NA,NA
"WBGene00167881","Y51H4A.561","piRNA",0,0,0,0,NA,NA
"WBGene00167883","C06G8.6","piRNA",0,0,0,0,NA,NA
"WBGene00167884","Y40H7A.200","piRNA",0,0,0,0,NA,NA
"WBGene00167886","C08F11.75","piRNA",0,0,0,0,NA,NA
"WBGene00167888","Y7A9A.45","piRNA",0,0,0,0,NA,NA
"WBGene00167891","B0350.39","piRNA",0,0,0,0,NA,NA
"WBGene00167892","Y57G11B.148","piRNA",0,0,0,0,NA,NA
"WBGene00167897","ZK856.17","piRNA",0,0,0,0,NA,NA
"WBGene00167898","Y43H11AL.4","piRNA",0,0,0,0,NA,NA
"WBGene00167901","Y57G11C.685","piRNA",0,0,0,0,NA,NA
"WBGene00167903","Y116A8C.280","piRNA",0,0,0,0,NA,NA
"WBGene00167904","Y57G11A.130","piRNA",0,0,0,0,NA,NA
"WBGene00167905","W03F8.44","piRNA",0,0,0,0,NA,NA
"WBGene00167907","Y67A10A.207","piRNA",0,0,0,0,NA,NA
"WBGene00167909","F16H9.3","piRNA",0,0,0,0,NA,NA
"WBGene00167914","R04E5.11","piRNA",0,0,0,0,NA,NA
"WBGene00167916","Y105C5A.715","piRNA",0,0,0,0,NA,NA
"WBGene00167919","C24D10.28","piRNA",0,0,0,0,NA,NA
"WBGene00167924","C39H7.35","piRNA",0,0,0,0,NA,NA
"WBGene00167925","ZK1131.1","piRNA",0,0,0,0,NA,NA
"WBGene00167927","AC7.33","piRNA",0,0,0,0,NA,NA
"WBGene00167929","Y105C5B.829","piRNA",0,0,0,0,NA,NA
"WBGene00167931","H32C10.39","piRNA",0,0,0,0,NA,NA
"WBGene00167933","Y105C5B.830","piRNA",0,0,0,0,NA,NA
"WBGene00167935","Y10G11A.46","piRNA",0,0,0,0,NA,NA
"WBGene00167936","Y105C5A.716","piRNA",0,0,0,0,NA,NA
"WBGene00167937","Y57G11B.149","piRNA",0,0,0,0,NA,NA
"WBGene00167939","T23G4.78","piRNA",0,0,0,0,NA,NA
"WBGene00167942","Y105C5A.717","piRNA",0,0,0,0,NA,NA
"WBGene00167943","Y116A8C.281","piRNA",0,0,0,0,NA,NA
"WBGene00167946","Y57G11C.686","piRNA",0,0,0,0,NA,NA
"WBGene00167947","Y4C6B.53","piRNA",0,0,0,0,NA,NA
"WBGene00167949","F33H1.8","piRNA",0,0,0,0,NA,NA
"WBGene00167951","Y105C5B.832","piRNA",0,0,0,0,NA,NA
"WBGene00167953","Y105C5B.833","piRNA",0,0,0,0,NA,NA
"WBGene00167955","Y116A8C.282","piRNA",0,0,0,0,NA,NA
"WBGene00167956","Y67A10A.209","piRNA",0,0,0,0,NA,NA
"WBGene00167957","T01B11.9","piRNA",0,0,0,0,NA,NA
"WBGene00167958","Y41E3.299","piRNA",0,0,0,0,NA,NA
"WBGene00167959","Y105C5A.719","piRNA",0,0,0,0,NA,NA
"WBGene00167961","Y57G11C.687","piRNA",0,0,0,0,NA,NA
"WBGene00167962","C11D2.60","piRNA",0,0,0,0,NA,NA
"WBGene00167963","R05A10.78","piRNA",0,0,0,0,NA,NA
"WBGene00167964","C08F11.76","piRNA",0,0,0,0,NA,NA
"WBGene00167966","C39H7.36","piRNA",0,0,0,0,NA,NA
"WBGene00167969","Y73B6BL.132","piRNA",0,0,0,0,NA,NA
"WBGene00167970","Y9C9A.66","piRNA",0,0,0,0,NA,NA
"WBGene00167971","Y17G9A.45","piRNA",0,0,0,0,NA,NA
"WBGene00167972","Y73F8A.691","piRNA",0,0,0,0,NA,NA
"WBGene00167976","Y105C5A.721","piRNA",0,0,0,0,NA,NA
"WBGene00167979","Y57G11C.689","piRNA",0,0,0,0,NA,NA
"WBGene00167982","Y105C5B.835","piRNA",0,0,0,0,NA,NA
"WBGene00167986","Y116A8C.283","piRNA",0,0,0,0,NA,NA
"WBGene00167987","Y105C5B.837","piRNA",0,0,0,0,NA,NA
"WBGene00167988","F36H12.44","piRNA",0,0,0,0,NA,NA
"WBGene00167990","C09B9.46","piRNA",0,0,0,0,NA,NA
"WBGene00167991","F55B11.79","piRNA",0,0,0,0,NA,NA
"WBGene00167993","Y57G11C.690","piRNA",0,0,0,0,NA,NA
"WBGene00167995","Y57G11C.691","piRNA",0,0,0,0,NA,NA
"WBGene00167997","Y57G11A.133","piRNA",0,0,0,0,NA,NA
"WBGene00167999","Y105C5A.722","piRNA",0,0,0,0,NA,NA
"WBGene00168000","Y105C5B.839","piRNA",0,0,0,0,NA,NA
"WBGene00168001","Y51H4A.565","piRNA",0,0,0,0,NA,NA
"WBGene00168003","H08M01.73","piRNA",0,0,0,0,NA,NA
"WBGene00168004","Y4C6B.54","piRNA",0,0,0,0,NA,NA
"WBGene00168005","Y40H7A.203","piRNA",0,0,0,0,NA,NA
"WBGene00168006","Y105C5B.840","piRNA",0,0,0,0,NA,NA
"WBGene00168007","Y116A8C.285","piRNA",0,0,0,0,NA,NA
"WBGene00168008","LLC1.59","piRNA",0,0,0,0,NA,NA
"WBGene00168011","Y57G11C.693","piRNA",0,0,0,0,NA,NA
"WBGene00168012","F41E6.16","piRNA",0,0,0,0,NA,NA
"WBGene00168013","Y73B6BL.133","piRNA",0,0,0,0,NA,NA
"WBGene00168015","Y105C5A.724","piRNA",0,0,0,0,NA,NA
"WBGene00168018","Y105C5A.726","piRNA",0,0,0,0,NA,NA
"WBGene00168019","C06E4.11","piRNA",0,0,0,0,NA,NA
"WBGene00168022","W01C9.7","piRNA",0,0,0,0,NA,NA
"WBGene00168024","Y57G11C.694","piRNA",0,0,0,0,NA,NA
"WBGene00168028","Y73F8A.694","piRNA",0,0,0,0,NA,NA
"WBGene00168031","Y57G11C.697","piRNA",0,0,0,0,NA,NA
"WBGene00168035","Y57G11C.698","piRNA",0,0,0,0,NA,NA
"WBGene00168036","R11E3.11","piRNA",0,0,0,0,NA,NA
"WBGene00168039","Y105C5B.843","piRNA",0,0,0,0,NA,NA
"WBGene00168042","Y17G9A.47","piRNA",0,0,0,0,NA,NA
"WBGene00168043","M199.85","piRNA",0,0,0,0,NA,NA
"WBGene00168045","F13G11.80","piRNA",0,0,0,0,NA,NA
"WBGene00168046","Y51H4A.567","piRNA",0,0,0,0,NA,NA
"WBGene00168049","F41H10.18","piRNA",0,0,0,0,NA,NA
"WBGene00168051","Y105C5B.845","piRNA",0,0,0,0,NA,NA
"WBGene00168054","R05A10.79","piRNA",0,0,0,0,NA,NA
"WBGene00168060","Y41E3.302","piRNA",0,0,0,0,NA,NA
"WBGene00168063","Y73F8A.695","piRNA",0,0,0,0,NA,NA
"WBGene00168065","K08B4.19","piRNA",0,0,0,0,NA,NA
"WBGene00168067","Y67D11A.1","piRNA",0,0,0,0,NA,NA
"WBGene00168068","F41H10.19","piRNA",0,0,0,0,NA,NA
"WBGene00168069","Y105C5A.730","piRNA",0,0,0,0,NA,NA
"WBGene00168071","H08M01.74","piRNA",0,0,0,0,NA,NA
"WBGene00168072","Y105C5A.731","piRNA",0,0,0,0,NA,NA
"WBGene00168075","Y57G11C.699","piRNA",0,0,0,0,NA,NA
"WBGene00168079","Y64G10A.220","piRNA",0,0,0,0,NA,NA
"WBGene00168080","Y40H7A.206","piRNA",0,0,0,0,NA,NA
"WBGene00168081","C15A11.9","piRNA",0,0,0,0,NA,NA
"WBGene00168083","Y57G11A.135","piRNA",0,0,0,0,NA,NA
"WBGene00168090","Y105C5B.847","piRNA",0,0,0,0,NA,NA
"WBGene00168093","D2024.12","piRNA",0,0,0,0,NA,NA
"WBGene00168094","C39H7.37","piRNA",0,0,0,0,NA,NA
"WBGene00168096","Y105C5B.848","piRNA",0,0,0,0,NA,NA
"WBGene00168098","Y17G9A.48","piRNA",0,0,0,0,NA,NA
"WBGene00168102","Y51H4A.571","piRNA",0,0,0,0,NA,NA
"WBGene00168105","F36H12.45","piRNA",0,0,0,0,NA,NA
"WBGene00168107","Y7A9D.42","piRNA",0,0,0,0,NA,NA
"WBGene00168108","Y53F4B.49","piRNA",0,0,0,0,NA,NA
"WBGene00168109","H08M01.75","piRNA",0,0,0,0,NA,NA
"WBGene00168110","Y57G11C.701","piRNA",0,0,0,0,NA,NA
"WBGene00168111","Y105C5B.850","piRNA",0,0,0,0,NA,NA
"WBGene00168113","R05A10.80","piRNA",0,0,0,0,NA,NA
"WBGene00168118","Y73F8A.697","piRNA",0,0,0,0,NA,NA
"WBGene00168119","Y105C5A.736","piRNA",0,0,0,0,NA,NA
"WBGene00168123","Y73B6BL.134","piRNA",0,0,0,0,NA,NA
"WBGene00168124","Y105C5B.851","piRNA",0,0,0,0,NA,NA
"WBGene00168125","Y54E2A.14","piRNA",0,0,0,0,NA,NA
"WBGene00168126","Y73F8A.698","piRNA",0,0,0,0,NA,NA
"WBGene00168128","Y45F10D.80","piRNA",0,0,0,0,NA,NA
"WBGene00168130","F36G3.4","piRNA",0,0,0,0,NA,NA
"WBGene00168131","Y105C5A.737","piRNA",0,0,0,0,NA,NA
"WBGene00168132","Y51H4A.572","piRNA",0,0,0,0,NA,NA
"WBGene00168134","Y73F8A.700","piRNA",0,0,0,0,NA,NA
"WBGene00168135","Y105C5B.852","piRNA",0,0,0,0,NA,NA
"WBGene00168136","Y105C5A.738","piRNA",0,0,0,0,NA,NA
"WBGene00168138","Y105C5A.739","piRNA",0,0,0,0,NA,NA
"WBGene00168139","H12I19.73","piRNA",0,0,0,0,NA,NA
"WBGene00168143","T13A10.26","piRNA",0,0,0,0,NA,NA
"WBGene00168147","C31H1.52","piRNA",0,0,0,0,NA,NA
"WBGene00168148","C27H2.73","piRNA",0,0,0,0,NA,NA
"WBGene00168152","Y73F8A.703","piRNA",0,0,0,0,NA,NA
"WBGene00168153","E03H12.16","piRNA",0,0,0,0,NA,NA
"WBGene00168155","K08B4.20","piRNA",0,0,0,0,NA,NA
"WBGene00168157","Y37A1B.208","piRNA",0,0,0,0,NA,NA
"WBGene00168158","B0273.59","piRNA",0,0,0,0,NA,NA
"WBGene00168159","Y73B6BL.135","piRNA",0,0,0,0,NA,NA
"WBGene00168162","Y116A8C.287","piRNA",0,0,0,0,NA,NA
"WBGene00168164","VY10G11R.42","piRNA",0,0,0,0,NA,NA
"WBGene00168165","F15G10.3","piRNA",0,0,0,0,NA,NA
"WBGene00168167","C04F2.6","piRNA",0,0,0,0,NA,NA
"WBGene00168171","Y41E3.303","piRNA",0,0,0,0,NA,NA
"WBGene00168173","Y57G11C.704","piRNA",0,0,0,0,NA,NA
"WBGene00168175","M03D4.42","piRNA",0,0,0,0,NA,NA
"WBGene00168177","AC7.35","piRNA",0,0,0,0,NA,NA
"WBGene00168180","Y57G11C.705","piRNA",0,0,0,0,NA,NA
"WBGene00168181","Y7A9C.19","piRNA",0,0,0,0,NA,NA
"WBGene00168183","T23G4.80","piRNA",0,0,0,0,NA,NA
"WBGene00168186","Y73B6BL.136","piRNA",0,0,0,0,NA,NA
"WBGene00168189","C08F11.78","piRNA",0,0,0,0,NA,NA
"WBGene00168190","C01G5.14","piRNA",0,0,0,0,NA,NA
"WBGene00168191","T06A10.66","piRNA",0,0,0,0,NA,NA
"WBGene00168192","Y105C5B.856","piRNA",0,0,0,0,NA,NA
"WBGene00168194","Y73F8A.705","piRNA",0,0,0,0,NA,NA
"WBGene00168197","C27H2.74","piRNA",0,0,0,0,NA,NA
"WBGene00168199","F55G11.11","piRNA",0,0,0,0,NA,NA
"WBGene00168201","B0273.60","piRNA",0,0,0,0,NA,NA
"WBGene00168202","F54H5.6","piRNA",0,0,0,0,NA,NA
"WBGene00168203","Y105C5B.858","piRNA",0,0,0,0,NA,NA
"WBGene00168204","Y45F10B.38","piRNA",0,0,0,0,NA,NA
"WBGene00168206","Y4C6A.34","piRNA",0,0,0,0,NA,NA
"WBGene00168209","Y105C5A.743","piRNA",0,0,0,0,NA,NA
"WBGene00168212","Y73B6BL.138","piRNA",0,0,0,0,NA,NA
"WBGene00168213","W03F8.47","piRNA",0,0,0,0,NA,NA
"WBGene00168217","Y17G9A.49","piRNA",0,0,0,0,NA,NA
"WBGene00168218","Y4C6A.35","piRNA",0,0,0,0,NA,NA
"WBGene00168219","Y51H4A.575","piRNA",0,0,0,0,NA,NA
"WBGene00168220","Y105C5A.744","piRNA",0,0,0,0,NA,NA
"WBGene00168223","Y40H7A.207","piRNA",0,0,0,0,NA,NA
"WBGene00168224","K05D4.10","piRNA",0,0,0,0,NA,NA
"WBGene00168228","C05B10.7","piRNA",0,0,0,0,NA,NA
"WBGene00168229","Y116A8C.289","piRNA",0,0,0,0,NA,NA
"WBGene00168230","Y73B6BL.139","piRNA",0,0,0,0,NA,NA
"WBGene00168233","ZK381.19","piRNA",0,0,0,0,NA,NA
"WBGene00168234","T23F6.8","piRNA",0,0,0,0,NA,NA
"WBGene00168238","H25K10.84","piRNA",0,0,0,0,NA,NA
"WBGene00168240","Y105C5A.745","piRNA",0,0,0,0,NA,NA
"WBGene00168241","Y55F3C.12","piRNA",0,0,0,0,NA,NA
"WBGene00168243","Y10G11A.47","piRNA",0,0,0,0,NA,NA
"WBGene00168245","ZK896.11","piRNA",0,0,0,0,NA,NA
"WBGene00168247","W03F8.48","piRNA",0,0,0,0,NA,NA
"WBGene00168249","Y51H4A.576","piRNA",0,0,0,0,NA,NA
"WBGene00168250","Y51H4A.577","piRNA",0,0,0,0,NA,NA
"WBGene00168251","Y73F8A.708","piRNA",0,0,0,0,NA,NA
"WBGene00168255","Y57G11C.710","piRNA",0,0,0,0,NA,NA
"WBGene00168256","F38E11.19","piRNA",0,0,0,0,NA,NA
"WBGene00168257","Y57G11C.711","piRNA",0,0,0,0,NA,NA
"WBGene00168258","C49A9.25","piRNA",0,0,0,0,NA,NA
"WBGene00168263","C07E3.11","piRNA",0,0,0,0,NA,NA
"WBGene00168264","Y105C5A.746","piRNA",0,0,0,0,NA,NA
"WBGene00168273","Y43D4A.101","piRNA",0,0,0,0,NA,NA
"WBGene00168274","Y105C5B.864","piRNA",0,0,0,0,NA,NA
"WBGene00168275","ZK20.7","piRNA",0,0,0,0,NA,NA
"WBGene00168276","LLC1.60","piRNA",0,0,0,0,NA,NA
"WBGene00168277","C39H7.39","piRNA",0,0,0,0,NA,NA
"WBGene00168281","Y45F10C.12","piRNA",0,0,0,0,NA,NA
"WBGene00168290","Y4C6B.55","piRNA",0,0,0,0,NA,NA
"WBGene00168291","T27E7.50","piRNA",0,0,0,0,NA,NA
"WBGene00168292","Y57G11C.713","piRNA",0,0,0,0,NA,NA
"WBGene00168294","ZK381.20","piRNA",0,0,0,0,NA,NA
"WBGene00168295","AC7.36","piRNA",0,0,0,0,NA,NA
"WBGene00168296","C27H2.75","piRNA",0,0,0,0,NA,NA
"WBGene00168297","F59G1.9","piRNA",0,0,0,0,NA,NA
"WBGene00168299","F02H6.50","piRNA",0,0,0,0,NA,NA
"WBGene00168300","C39H7.40","piRNA",0,0,0,0,NA,NA
"WBGene00168301","Y105C5B.867","piRNA",0,0,0,0,NA,NA
"WBGene00168305","H34C03.10","piRNA",0,0,0,0,NA,NA
"WBGene00168307","C09B9.47","piRNA",0,0,0,0,NA,NA
"WBGene00168312","F41H10.20","piRNA",0,0,0,0,NA,NA
"WBGene00168316","C45E5.29","piRNA",0,0,0,0,NA,NA
"WBGene00168317","C01G5.15","piRNA",0,0,0,0,NA,NA
"WBGene00168318","Y73F8A.711","piRNA",0,0,0,0,NA,NA
"WBGene00168319","Y37A1B.210","piRNA",0,0,0,0,NA,NA
"WBGene00168320","Y105C5B.868","piRNA",0,0,0,0,NA,NA
"WBGene00168333","Y105C5B.869","piRNA",0,0,0,0,NA,NA
"WBGene00168334","F26D12.52","piRNA",0,0,0,0,NA,NA
"WBGene00168344","C36A4.13","piRNA",0,0,0,0,NA,NA
"WBGene00168345","Y73F8A.716","piRNA",0,0,0,0,NA,NA
"WBGene00168346","B0513.61","piRNA",0,0,0,0,NA,NA
"WBGene00168347","Y57G11C.717","piRNA",0,0,0,0,NA,NA
"WBGene00168348","Y73F8A.717","piRNA",0,0,0,0,NA,NA
"WBGene00168352","Y17G9A.50","piRNA",0,0,0,0,NA,NA
"WBGene00168353","Y40H7A.210","piRNA",0,0,0,0,NA,NA
"WBGene00168354","Y4C6A.36","piRNA",0,0,0,0,NA,NA
"WBGene00168359","Y51H4A.583","piRNA",0,0,0,0,NA,NA
"WBGene00168364","Y40H7A.211","piRNA",0,0,0,0,NA,NA
"WBGene00168365","Y73F8A.718","piRNA",0,0,0,0,NA,NA
"WBGene00168366","R05A10.81","piRNA",0,0,0,0,NA,NA
"WBGene00168368","Y73B6BL.142","piRNA",0,0,0,0,NA,NA
"WBGene00168372","Y105C5A.749","piRNA",0,0,0,0,NA,NA
"WBGene00168373","Y105C5A.750","piRNA",0,0,0,0,NA,NA
"WBGene00168374","C01B10.21","piRNA",0,0,0,0,NA,NA
"WBGene00168375","C29E4.16","piRNA",0,0,0,0,NA,NA
"WBGene00168377","Y46C8AL.10","piRNA",0,0,0,0,NA,NA
"WBGene00168379","C06E7.60","piRNA",0,0,0,0,NA,NA
"WBGene00168380","F26D12.53","piRNA",0,0,0,0,NA,NA
"WBGene00168386","Y45F10C.13","piRNA",0,0,0,0,NA,NA
"WBGene00168389","Y41E3.311","piRNA",0,0,0,0,NA,NA
"WBGene00168391","Y64G10A.226","piRNA",0,0,0,0,NA,NA
"WBGene00168393","Y105C5B.874","piRNA",0,0,0,0,NA,NA
"WBGene00168396","Y64G10A.227","piRNA",0,0,0,0,NA,NA
"WBGene00168397","T21H8.6","piRNA",0,0,0,0,NA,NA
"WBGene00168398","Y51H4A.585","piRNA",0,0,0,0,NA,NA
"WBGene00168399","Y38F2AR.15","piRNA",0,0,0,0,NA,NA
"WBGene00168400","Y4C6B.56","piRNA",0,0,0,0,NA,NA
"WBGene00168402","Y51H4A.586","piRNA",0,0,0,0,NA,NA
"WBGene00168404","B0273.62","piRNA",0,0,0,0,NA,NA
"WBGene00168405","Y105C5B.875","piRNA",0,0,0,0,NA,NA
"WBGene00168406","Y57G11A.138","piRNA",0,0,0,0,NA,NA
"WBGene00168407","Y116A8C.293","piRNA",0,0,0,0,NA,NA
"WBGene00168408","F57G9.8","piRNA",0,0,0,0,NA,NA
"WBGene00168412","C01B10.22","piRNA",0,0,0,0,NA,NA
"WBGene00168416","H16O14.35","piRNA",0,0,0,0,NA,NA
"WBGene00168418","Y105C5A.752","piRNA",0,0,0,0,NA,NA
"WBGene00168421","Y51H4A.587","piRNA",0,0,0,0,NA,NA
"WBGene00168422","Y73B6BL.143","piRNA",0,0,0,0,NA,NA
"WBGene00168428","Y73B6BL.144","piRNA",0,0,0,0,NA,NA
"WBGene00168431","Y105C5A.754","piRNA",0,0,0,0,NA,NA
"WBGene00168433","Y37A1B.213","piRNA",0,0,0,0,NA,NA
"WBGene00168435","Y105C5B.878","piRNA",0,0,0,0,NA,NA
"WBGene00168438","B0513.62","piRNA",0,0,0,0,NA,NA
"WBGene00168444","M28.12","piRNA",0,0,0,0,NA,NA
"WBGene00168445","Y64G10A.230","piRNA",0,0,0,0,NA,NA
"WBGene00168446","Y73F8A.724","piRNA",0,0,0,0,NA,NA
"WBGene00168449","Y57G11C.724","piRNA",0,0,0,0,NA,NA
"WBGene00168450","T23G4.82","piRNA",0,0,0,0,NA,NA
"WBGene00168454","Y37A1A.100","piRNA",0,0,0,0,NA,NA
"WBGene00168458","H10D12.6","piRNA",0,0,0,0,NA,NA
"WBGene00168459","W03B1.13","piRNA",0,0,0,0,NA,NA
"WBGene00168460","C33A12.23","piRNA",0,0,0,0,NA,NA
"WBGene00168467","C08F11.80","piRNA",0,0,0,0,NA,NA
"WBGene00168468","Y105C5A.757","piRNA",0,0,0,0,NA,NA
"WBGene00168473","T13A10.27","piRNA",0,0,0,0,NA,NA
"WBGene00168474","F28D1.17","piRNA",0,0,0,0,NA,NA
"WBGene00168480","Y105C5A.759","piRNA",0,0,0,0,NA,NA
"WBGene00168481","Y73B6BR.14","piRNA",0,0,0,0,NA,NA
"WBGene00168484","Y73F8A.727","piRNA",0,0,0,0,NA,NA
"WBGene00168488","T24H10.10","piRNA",0,0,0,0,NA,NA
"WBGene00168489","Y105C5A.761","piRNA",0,0,0,0,NA,NA
"WBGene00168490","T06A10.69","piRNA",0,0,0,0,NA,NA
"WBGene00168492","Y45F10D.81","piRNA",0,0,0,0,NA,NA
"WBGene00168493","H08M01.77","piRNA",0,0,0,0,NA,NA
"WBGene00168497","C53D6.13","piRNA",0,0,0,0,NA,NA
"WBGene00168498","Y73F8A.728","piRNA",0,0,0,0,NA,NA
"WBGene00168499","B0001.9","piRNA",0,0,0,0,NA,NA
"WBGene00168500","C29F4.5","piRNA",0,0,0,0,NA,NA
"WBGene00168502","C25A8.6","piRNA",0,0,0,0,NA,NA
"WBGene00168503","Y105C5B.882","piRNA",0,0,0,0,NA,NA
"WBGene00168504","Y57G11C.726","piRNA",0,0,0,0,NA,NA
"WBGene00168505","H28O16.3","piRNA",0,0,0,0,NA,NA
"WBGene00168506","Y57G11C.727","piRNA",0,0,0,0,NA,NA
"WBGene00168511","Y105C5A.762","piRNA",0,0,0,0,NA,NA
"WBGene00168512","Y51H4A.592","piRNA",0,0,0,0,NA,NA
"WBGene00168515","F52G2.8","piRNA",0,0,0,0,NA,NA
"WBGene00168516","Y59E9AL.22","piRNA",0,0,0,0,NA,NA
"WBGene00168518","Y105C5A.763","piRNA",0,0,0,0,NA,NA
"WBGene00168519","Y22F5A.7","piRNA",0,0,0,0,NA,NA
"WBGene00168520","Y51H4A.593","piRNA",0,0,0,0,NA,NA
"WBGene00168523","Y105C5A.765","piRNA",0,0,0,0,NA,NA
"WBGene00168524","C05C12.7","piRNA",0,0,0,0,NA,NA
"WBGene00168525","Y41E3.314","piRNA",0,0,0,0,NA,NA
"WBGene00168527","T13A10.28","piRNA",0,0,0,0,NA,NA
"WBGene00168528","K02B2.23","piRNA",0,0,0,0,NA,NA
"WBGene00168529","C39H7.41","piRNA",0,0,0,0,NA,NA
"WBGene00168530","Y116A8B.50","piRNA",0,0,0,0,NA,NA
"WBGene00168533","Y116A8A.86","piRNA",0,0,0,0,NA,NA
"WBGene00168534","Y105C5B.885","piRNA",0,0,0,0,NA,NA
"WBGene00168535","LLC1.62","piRNA",0,0,0,0,NA,NA
"WBGene00168537","Y116A8A.87","piRNA",0,0,0,0,NA,NA
"WBGene00168539","Y105C5B.887","piRNA",0,0,0,0,NA,NA
"WBGene00168540","Y41E3.315","piRNA",0,0,0,0,NA,NA
"WBGene00168541","B0273.65","piRNA",0,0,0,0,NA,NA
"WBGene00168542","Y73F8A.729","piRNA",0,0,0,0,NA,NA
"WBGene00168543","Y57G11C.728","piRNA",0,0,0,0,NA,NA
"WBGene00168544","Y40H7A.213","piRNA",0,0,0,0,NA,NA
